record_type,module_id,module_title,gate,field_key,field_label,required,guidance,primary_value,secondary_value,status,confidence,source_title,source_reference,evidence_span_or_page,counterevidence,publisher,document_type,publication_date,reporting_period,retrieved_at,source_priority,license_class,redistribution_allowed,freshness,metric_value,metric_unit,formula_or_inputs,assumption_range,rubric_proven,rubric_perpetuating,rubric_durable,capability_status,catalyst_direction,probability,timing,market_awareness,company_control,approval_decision,reviewer,notes
module_response,4,Capability and moat,H3,counterevidence,Best counterevidence,yes,What evidence most strongly argues against the moat conclusion?,"The strongest counterevidence is the failed facilities-based wireless strategy: more than $30 billion was invested in spectrum, the 5G network stopped carrying customer traffic by November 2025, and DISH Wireless entered Chapter 11 in June 2026.",,completed,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
module_response,5,What is priced in,H3,current_engine,Current engine,yes,"What creates revenue, profit, and cash now?","Current revenue and cash generation come from recurring DISH TV/Sling subscriptions, Boost Mobile service sold through a hybrid network model, and Hughes satellite broadband/network services. Pay-TV supplies most current operating profit.",,completed,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
module_response,5,What is priced in,H3,logical_extension,Logical extension,yes,Which adjacent opportunity reuses capabilities already present?,"The logical extension is to use the Boost cloud-native core, customer distribution and long-term partner agreements to operate as a capital-light hybrid MNO with AT&T terrestrial access and future Starlink Direct-to-Cell access.",,completed,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
module_response,5,What is priced in,H3,moonshot,Moonshot,yes,Which large future outcome still lacks commercial proof?,EchoStar Capital successfully reinvests transaction proceeds and a future SpaceX equity stake into new communications or space businesses at attractive returns. That capital-allocation engine has not yet produced a commercial track record.,,completed,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
module_response,6,Upside and downside,H3,top_upside,Most underappreciated upside,yes,Name one measurable development that could beat expectations.,"The most underappreciated upside would be a disclosed post-close net asset value materially above the current market cap, driven by lower claim leakage and receipt of close to the full approximately $11 billion SpaceX equity component at or above the $212 contractual reference value.",,completed,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
module_response,6,Upside and downside,H3,top_downside,Most dangerous downside,yes,Name one measurable development that could break the thesis.,"The most dangerous downside is that debt retirement, the $2.4 billion escrow, restructuring recoveries, taxes and other obligations absorb substantially more transaction value than expected while Pay-TV and broadband subscribers keep shrinking.",,completed,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
module_response,6,Upside and downside,H3,leading_indicator,Next leading indicator,yes,What should change before the financial result becomes obvious?,"The next leading indicator is a reconciled pro forma balance sheet and restructuring distribution schedule after the July 28 AT&T close; operating confirmation comes from subscriber losses, segment OIBDA and free cash flow in the next 10-Q.",,completed,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
module_response,7,Fundamentals or vibes,H3,driver_classification,Primary price driver,yes,"Choose fundamentals, hybrid, catalyst, momentum, narrative, credit, no edge, or insufficient evidence.",Catalyst / hybrid asset-backed special situation.,,completed,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
module_response,7,Fundamentals or vibes,H3,driver_evidence,Evidence for the classification,yes,What observable evidence supports this label?,"The two spectrum transactions exceed $40 billion in aggregate deal value, dwarfing quarterly operating changes; the stock's approximately $25.1 billion market capitalization is therefore driven mainly by transaction proceeds, SpaceX exposure and claim/debt outcomes.",,completed,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
module_response,7,Fundamentals or vibes,H3,next_evidence,Next evidence needed,yes,What would meaningfully strengthen or weaken the classification?,"A post-AT&T closing 10-Q or 8-K that shows cash received, debt extinguished, escrow funded, taxes/fees, remaining claims and pro forma shares; then a final SpaceX consideration schedule and closing evidence.",,completed,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
module_response,12,Decision card,H3,verdict,Research verdict,yes,"Deep dive, watch for proof, watchlist, trade only, unattractive price, asymmetric trade, pass, or no position.",Watch for proof; no position pending a post-close net asset value bridge and court-confirmed restructuring plan.,,completed,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
module_response,12,Decision card,H3,known_unknowns,Known unknowns,yes,What missing evidence matters most?,Post-AT&T cash and debt balances; final DISH DBS/DISH Wireless recoveries; tax and transaction leakage; the actual SpaceX equity amount after seller-note payoff; SpaceX private share value and liquidity; residual spectrum; and normalized earnings of ongoing operations.,,completed,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
module_response,12,Decision card,H3,reversal_evidence,What would reverse this verdict?,yes,Write the evidence before the next event.,"Move to deep dive only if filed post-close statements and the confirmed court plan support conservative net asset value at least 30% above the share price, SpaceX closing mechanics remain intact, and ongoing segment free cash flow is non-negative without one-time reversals.",,completed,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
capability_assessment,4,Capability and moat,H3,capability_assessment_1,Capability assessment,conditional,Use primary_value for the capability name and secondary_value for a plain-language explanation. Add one row per material capability.,"Spectrum acquisition, regulatory navigation and monetization","EchoStar accumulated nationally relevant spectrum and signed more than $40 billion of transactions with AT&T and SpaceX; however, monetization followed a failed owned-network strategy and the assets are being sold.",draft,high,FCC transaction approvals and EchoStar filings,https://docs.fcc.gov/public/attachments/DOC-421651A1.pdf,FCC release pp. 1-3; Q1 2026 10-Q Note 1,More than $30B invested in spectrum; the facilities-based 5G network was abandoned and decommissioned.,Federal Communications Commission,Regulatory approval summary,2026-05-12,Current transactions,2026-07-31,1,public-domain government release,yes,current,,,,,strong,weak,weak,capability,,,,,,,,"Valuable demonstrated capability, but not durable after the relevant spectrum exits the company."
metric,3,Price expectations,H2,share_price,Share price,conditional,"Enter a numeric metric_value, its unit, reporting period, source, and any formula or inputs.",,,verified-market-quote,medium,EchoStar Corporation market quote,https://www.investing.com/equities/echostar-corp,"Quote snapshot: 2026-07-28, $86.69",,Investing.com,Market quote,2026-07-28,As of 2026-07-28,2026-07-31,3,licensed public view,no,latest independently verified quote available during research,86.69,USD per share,Observed market quote; not a valuation conclusion.,,,,,,,,,,,,,The ticker changed from SATS to ECHO on 2026-06-24. Quote data should be refreshed before any decision.
metric,3,Price expectations,H2,market_capitalization,Market capitalization,conditional,"Enter a numeric metric_value, its unit, reporting period, source, and any formula or inputs.",,,calculated,medium,"Derived from quote and April 30, 2026 shares outstanding",https://www.sec.gov/Archives/edgar/data/1415404/000110465926058150/sats-20260331x10q.htm,"10-Q cover; 158,465,020 Class A plus 131,348,468 Class B shares outstanding at 2026-04-30",,U.S. Securities and Exchange Commission,Derived metric from Form 10-Q and market quote,2026-05-11,Share count 2026-04-30; price 2026-07-28,2026-07-31,1,mixed sources,no,mixed-date estimate,25123931275,USD,"$86.69 × 289,813,488 shares = $25,123,931,275.",,,,,,,,,,,,,"Excludes any share-count changes after April 30, 2026."
metric,3,Price expectations,H2,enterprise_value,Enterprise value,conditional,"Enter a numeric metric_value, its unit, reporting period, source, and any formula or inputs.",,,provisional-pre-close,low,"Derived from March 31, 2026 balance sheet and July 28 quote",https://www.sec.gov/Archives/edgar/data/1415404/000110465926058150/sats-20260331x10q.htm,"10-Q pp. 1-2; cash, marketable securities, current debt and long-term debt",,U.S. Securities and Exchange Commission,Derived metric,2026-05-11,Balance sheet 2026-03-31; market cap 2026-07-28,2026-07-31,1,public-domain filing,yes,stale after 2026-07-28 AT&T closing,47860408275,USD,"$25,123,931,275 market cap + $24,252,580,000 current/long-term debt and obligations − $1,343,780,000 cash − $172,323,000 marketable securities.",,,,,,,,,,,,,"Not decision-grade: the AT&T closing materially changed cash, debt and escrow balances after the balance-sheet date."
metric,2,Real economic engine,H1,revenue,Revenue,conditional,"Enter a numeric metric_value, its unit, reporting period, source, and any formula or inputs.",,,verified,high,"EchoStar Form 10-Q for quarter ended March 31, 2026",https://www.sec.gov/Archives/edgar/data/1415404/000110465926058150/sats-20260331x10q.htm,10-Q p. 2; total revenue,,EchoStar Corporation / U.S. Securities and Exchange Commission,Form 10-Q,2026-05-11,Three months ended 2026-03-31,2026-07-31,1,public-domain filing,yes,latest reported quarter,3667489000,USD,Reported GAAP total revenue.,,,,,,,,,,,,,
metric,2,Real economic engine,H1,operating_income,Operating income,conditional,"Enter a numeric metric_value, its unit, reporting period, source, and any formula or inputs.",,,verified,high,"EchoStar Form 10-Q for quarter ended March 31, 2026",https://www.sec.gov/Archives/edgar/data/1415404/000110465926058150/sats-20260331x10q.htm,10-Q p. 2; operating income,,EchoStar Corporation / U.S. Securities and Exchange Commission,Form 10-Q,2026-05-11,Three months ended 2026-03-31,2026-07-31,1,public-domain filing,yes,latest reported quarter,392847000,USD,Reported GAAP operating income; includes a $66.2 million negative impairment/other expense (a benefit).,,,,,,,,,,,,,
metric,2,Real economic engine,H1,net_income,Net income,conditional,"Enter a numeric metric_value, its unit, reporting period, source, and any formula or inputs.",,,verified,high,"EchoStar Form 10-Q for quarter ended March 31, 2026",https://www.sec.gov/Archives/edgar/data/1415404/000110465926058150/sats-20260331x10q.htm,10-Q p. 2; net loss attributable to EchoStar,,EchoStar Corporation / U.S. Securities and Exchange Commission,Form 10-Q,2026-05-11,Three months ended 2026-03-31,2026-07-31,1,public-domain filing,yes,latest reported quarter,-146885000,USD attributable to EchoStar,Reported GAAP net loss attributable to EchoStar.,,,,,,,,,,,,,
metric,2,Real economic engine,H1,free_cash_flow,Free cash flow,conditional,"Enter a numeric metric_value, its unit, reporting period, source, and any formula or inputs.",,,verified,high,"EchoStar Form 10-Q for quarter ended March 31, 2026",https://www.sec.gov/Archives/edgar/data/1415404/000110465926058150/sats-20260331x10q.htm,10-Q p. 102; free-cash-flow reconciliation,,EchoStar Corporation / U.S. Securities and Exchange Commission,Form 10-Q,2026-05-11,Three months ended 2026-03-31,2026-07-31,1,public-domain filing,yes,latest reported quarter,104849000,USD,"$238,284,000 operating cash flow − $133,435,000 property/equipment purchases and capitalized interest.",,,,,,,,,,,,,Company-defined non-GAAP measure.
assumption,3,Price expectations,H2,revenue_growth,revenue growth,conditional,"Record the base assumption in primary_value, a reasonable range in assumption_range, and the evidence or reasoning in notes.",-5% near-term,,analyst-draft,low,Analyst scenario anchored to EchoStar Q1 2026 filing,https://www.sec.gov/Archives/edgar/data/1415404/000110465926058150/sats-20260331x10q.htm,Q1 2026 financial statements and segment MD&A,,U.S. Securities and Exchange Commission,Analyst assumption using Form 10-Q,2026-05-11,Planning case; not company guidance,2026-07-31,1,public-domain filing plus analyst judgment,yes,requires refresh after next filing,,,,-12% to +2%,,,,,,,,,,,,"Q1 2026 revenue fell 5.2%; Pay-TV revenue fell 9.6%, while every major subscriber base remains under pressure."
assumption,3,Price expectations,H2,operating_margin,operating margin,conditional,"Record the base assumption in primary_value, a reasonable range in assumption_range, and the evidence or reasoning in notes.",8% normalized planning case,,analyst-draft,low,Analyst scenario anchored to EchoStar Q1 2026 filing,https://www.sec.gov/Archives/edgar/data/1415404/000110465926058150/sats-20260331x10q.htm,Q1 2026 financial statements and segment MD&A,,U.S. Securities and Exchange Commission,Analyst assumption using Form 10-Q,2026-05-11,Planning case; not company guidance,2026-07-31,1,public-domain filing plus analyst judgment,yes,requires refresh after next filing,,,,3% to 12%,,,,,,,,,,,,"Q1 GAAP margin was 10.7%, but benefited from a $66.2M impairment/other credit and does not reflect post-sale structure."
assumption,3,Price expectations,H2,free_cash_flow_margin,free cash flow margin,conditional,"Record the base assumption in primary_value, a reasonable range in assumption_range, and the evidence or reasoning in notes.",3% planning case,,analyst-draft,low,Analyst scenario anchored to EchoStar Q1 2026 filing,https://www.sec.gov/Archives/edgar/data/1415404/000110465926058150/sats-20260331x10q.htm,Q1 2026 financial statements and segment MD&A,,U.S. Securities and Exchange Commission,Analyst assumption using Form 10-Q,2026-05-11,Planning case; not company guidance,2026-07-31,1,public-domain filing plus analyst judgment,yes,requires refresh after next filing,,,,-5% to 8%,,,,,,,,,,,,"Q1 company-defined FCF margin was 2.9%; working capital, interest timing and capital spending make quarterly results volatile."
assumption,3,Price expectations,H2,share_count,share count,conditional,"Record the base assumption in primary_value, a reasonable range in assumption_range, and the evidence or reasoning in notes.",290 million,,analyst-draft,low,Analyst scenario anchored to EchoStar Q1 2026 filing,https://www.sec.gov/Archives/edgar/data/1415404/000110465926058150/sats-20260331x10q.htm,Q1 2026 financial statements and segment MD&A,,U.S. Securities and Exchange Commission,Analyst assumption using Form 10-Q,2026-05-11,Planning case; not company guidance,2026-07-31,1,public-domain filing plus analyst judgment,yes,requires refresh after next filing,,,,289 million to 310 million,,,,,,,,,,,,"Anchored to 289.813M Class A and B shares outstanding at April 30, 2026; allows for compensation and restructuring-related dilution."
assumption,3,Price expectations,H2,valuation_multiple,valuation multiple,conditional,"Record the base assumption in primary_value, a reasonable range in assumption_range, and the evidence or reasoning in notes.","Use sum-of-the-parts with a 30% uncertainty discount, not a single operating multiple",,analyst-draft,low,Analyst scenario anchored to EchoStar Q1 2026 filing,https://www.sec.gov/Archives/edgar/data/1415404/000110465926058150/sats-20260331x10q.htm,Q1 2026 financial statements and segment MD&A,,U.S. Securities and Exchange Commission,Analyst assumption using Form 10-Q,2026-05-11,Planning case; not company guidance,2026-07-31,1,public-domain filing plus analyst judgment,yes,requires refresh after next filing,,,,20% to 50% discount to conservative transaction-adjusted NAV,,,,,,,,,,,,"Transactions, debt payoffs, escrow and private SpaceX equity dominate value; consolidated EBITDA multiples obscure the actual claim waterfall."
assumption,3,Price expectations,H2,discount_rate,discount rate,conditional,"Record the base assumption in primary_value, a reasonable range in assumption_range, and the evidence or reasoning in notes.",15%,,analyst-draft,low,Analyst scenario anchored to EchoStar Q1 2026 filing,https://www.sec.gov/Archives/edgar/data/1415404/000110465926058150/sats-20260331x10q.htm,Q1 2026 financial statements and segment MD&A,,U.S. Securities and Exchange Commission,Analyst assumption using Form 10-Q,2026-05-11,Planning case; not company guidance,2026-07-31,1,public-domain filing plus analyst judgment,yes,requires refresh after next filing,,,,12% to 20%,,,,,,,,,,,,"High event, restructuring, private-asset valuation, governance and execution risk justify an equity discount rate above mature telecom peers."
catalyst,6,Upside and downside,H3,upside_catalyst_1,upside catalyst,conditional,"Use primary_value for the event and secondary_value for the causal explanation. Complete probability, timing, market awareness, company control, evidence, and notes.",A post-close filing shows conservative net asset value materially above the current market capitalization,Lower-than-feared claim leakage and debt paydown would convert gross transaction headlines into demonstrable residual value per ECHO share.,unverified,medium,AT&T spectrum closing release and DISH restructuring announcement,https://about.att.com/story/2026/echostar-spectrum.html,AT&T closing release; EchoStar restructuring key takeaways,,AT&T Inc. / EchoStar Corporation,Corporate releases,2026-07-28,Next post-close filing,2026-07-31,2,copyrighted public web,no,current,,,,,,,,,upside,medium,0-6 months,high,medium,,,"Measure against a full cash/debt/escrow/tax/claims bridge, not gross deal value."
catalyst,6,Upside and downside,H3,downside_catalyst_1,downside catalyst,conditional,"Use primary_value for the event and secondary_value for the causal explanation. Complete probability, timing, market awareness, company control, evidence, and notes.","Post-close disclosures reveal greater debt, escrow, tax or restructuring leakage than the market expects",A smaller residual claim on SpaceX consideration and ongoing businesses would compress net asset value while subscriber erosion continues.,unverified,medium,DISH DBS and DISH Wireless prepackaged restructuring announcement,https://ir.echostar.com/news-releases/news-release-details/dish-dbs-corporation-and-subsidiaries-initiate-prepackaged,"Key takeaways; AT&T delay, $2.4B fund and debt repayment sections",,EchoStar Corporation,Corporate restructuring release,2026-06-30,Chapter 11 process through targeted Q3 2026 emergence,2026-07-31,2,copyrighted public web,no,current,,,,,,,,,downside,medium,0-6 months,high,medium,,,"The filing entities target emergence before the end of Q3 2026, subject to court approval."
evidence_source,0,Research intake,H0,module_0_evidence_1,Section evidence,conditional,"One source per row. Enter a URL or uploaded filename in source_reference and a precise page, table, paragraph, or cell range in evidence_span_or_page.",EchoStar ticker change from SATS to ECHO,,verified,medium,EchoStar ticker change from SATS to ECHO,https://ir.echostar.com/node/33601/pdf,Press release p. 1; effective 2026-06-24,,EchoStar Corporation,Corporate press release,2026-06-22,Ticker identity,2026-07-31,2,copyrighted public web,no,current / latest available,,,,,,,,,,,,,,,,
evidence_source,1,Company in plain English,H1,module_1_evidence_1,Section evidence,conditional,"One source per row. Enter a URL or uploaded filename in source_reference and a precise page, table, paragraph, or cell range in evidence_span_or_page.",EchoStar Q1 2026 earnings release,,verified,medium,EchoStar Q1 2026 earnings release,https://ir.echostar.com/news-releases/news-release-details/echostar-announces-financial-results-three-months-ended-march-6,Subscriber and segment result sections,,EchoStar Corporation,Earnings release,2026-05-11,Three months ended 2026-03-31,2026-07-31,2,copyrighted public web,no,current / latest available,,,,,,,,,,,,,,,,
evidence_source,2,Real economic engine,H1,module_2_evidence_1,Section evidence,conditional,"One source per row. Enter a URL or uploaded filename in source_reference and a precise page, table, paragraph, or cell range in evidence_span_or_page.","EchoStar Form 10-Q for quarter ended March 31, 2026",,verified,high,"EchoStar Form 10-Q for quarter ended March 31, 2026",https://www.sec.gov/Archives/edgar/data/1415404/000110465926058150/sats-20260331x10q.htm,pp. 1-4 and segment MD&A pp. 79-102,,U.S. Securities and Exchange Commission,Form 10-Q,2026-05-11,Three months ended 2026-03-31,2026-07-31,1,public-domain filing,yes,current / latest available,,,,,,,,,,,,,,,,
evidence_source,3,Price expectations,H2,module_3_evidence_1,Section evidence,conditional,"One source per row. Enter a URL or uploaded filename in source_reference and a precise page, table, paragraph, or cell range in evidence_span_or_page.",AT&T closes acquisition of EchoStar spectrum licenses,,verified,medium,AT&T closes acquisition of EchoStar spectrum licenses,https://about.att.com/story/2026/echostar-spectrum.html,Key takeaways and closing paragraph: approximately $23B,,AT&T Inc.,Corporate release,2026-07-28,Transaction closing,2026-07-31,2,copyrighted public web,no,current / latest available,,,,,,,,,,,,,,,,
evidence_source,4,Capability and moat,H3,module_4_evidence_1,Section evidence,conditional,"One source per row. Enter a URL or uploaded filename in source_reference and a precise page, table, paragraph, or cell range in evidence_span_or_page.",FCC approves EchoStar spectrum sales,,verified,high,FCC approves EchoStar spectrum sales,https://docs.fcc.gov/public/attachments/DOC-421651A1.pdf,"pp. 1-3; 115 MHz, transaction terms, $2.4B escrow",,Federal Communications Commission,Government release,2026-05-12,Transaction approvals,2026-07-31,1,public-domain government release,yes,current / latest available,,,,,,,,,,,,,,,,
evidence_source,5,What is priced in,H3,module_5_evidence_1,Section evidence,conditional,"One source per row. Enter a URL or uploaded filename in source_reference and a precise page, table, paragraph, or cell range in evidence_span_or_page.",EchoStar completes SpaceX spectrum transfer closing,,verified,high,EchoStar completes SpaceX spectrum transfer closing,https://www.sec.gov/Archives/edgar/data/1415404/000141540426000013/sats-20260522x8k.htm,Form 8-K Item 8.01; acquisition closing targeted 2027-11-30,,U.S. Securities and Exchange Commission,Form 8-K,2026-05-22,SpaceX spectrum transaction,2026-07-31,1,public-domain filing,yes,current / latest available,,,,,,,,,,,,,,,,
