:START_ID,:END_ID,asOfDate,firstSeen,id,lastSeen,method,source,weight,:TYPE
world:regime:goldilocks,world:sector:financials,2026-06-01,2026-06-01,rel:world-regime-goldilocks:FAVORS_SECTOR:world-sector-financials,2026-06-01,favors_sectors,frontmatter,1,FAVORS_SECTOR
world:regime:inflationary-boom,world:sector:financials,2026-06-01,2026-06-01,rel:world-regime-inflationary-boom:FAVORS_SECTOR:world-sector-financials,2026-06-01,favors_sectors,frontmatter,1,FAVORS_SECTOR
world:regime:rate-cut-cycle,world:sector:real-estate,2026-06-01,2026-06-01,rel:world-regime-rate-cut-cycle:FAVORS_SECTOR:world-sector-real-estate,2026-06-01,favors_sectors,frontmatter,1,FAVORS_SECTOR
world:regime:rate-hike-cycle,world:sector:financials,2026-06-01,2026-06-01,rel:world-regime-rate-hike-cycle:FAVORS_SECTOR:world-sector-financials,2026-06-01,favors_sectors,frontmatter,1,FAVORS_SECTOR
world:regime:recession,world:sector:healthcare,2026-06-01,2026-06-01,rel:world-regime-recession:FAVORS_SECTOR:world-sector-healthcare,2026-06-01,favors_sectors,frontmatter,1,FAVORS_SECTOR
world:regime:risk-off,world:sector:healthcare,2026-06-01,2026-06-01,rel:world-regime-risk-off:FAVORS_SECTOR:world-sector-healthcare,2026-06-01,favors_sectors,frontmatter,1,FAVORS_SECTOR
world:regime:risk-on,world:sector:industrials,2026-06-01,2026-06-01,rel:world-regime-risk-on:FAVORS_SECTOR:world-sector-industrials,2026-06-01,favors_sectors,frontmatter,1,FAVORS_SECTOR
world:regime:stagflation,world:sector:energy,2026-06-01,2026-06-01,rel:world-regime-stagflation:FAVORS_SECTOR:world-sector-energy,2026-06-01,favors_sectors,frontmatter,1,FAVORS_SECTOR
world:regime:geopolitical-escalation,world:sector:materials,2026-06-01,2026-06-01,rel:world-regime-geopolitical-escalation:FAVORS_SECTOR:world-sector-materials,2026-06-01,favors_sectors,frontmatter,1,FAVORS_SECTOR
world:regime:goldilocks,world:sector:industrials,2026-06-01,2026-06-01,rel:world-regime-goldilocks:FAVORS_SECTOR:world-sector-industrials,2026-06-01,favors_sectors,frontmatter,1,FAVORS_SECTOR
world:regime:inflationary-boom,world:sector:industrials,2026-06-01,2026-06-01,rel:world-regime-inflationary-boom:FAVORS_SECTOR:world-sector-industrials,2026-06-01,favors_sectors,frontmatter,1,FAVORS_SECTOR
world:regime:rate-cut-cycle,world:sector:tech-sector,2026-06-01,2026-06-01,rel:world-regime-rate-cut-cycle:FAVORS_SECTOR:world-sector-tech-sector,2026-06-01,favors_sectors,frontmatter,1,FAVORS_SECTOR
world:regime:recession,world:sector:utilities,2026-06-01,2026-06-01,rel:world-regime-recession:FAVORS_SECTOR:world-sector-utilities,2026-06-01,favors_sectors,frontmatter,1,FAVORS_SECTOR
world:regime:risk-off,world:sector:utilities,2026-06-01,2026-06-01,rel:world-regime-risk-off:FAVORS_SECTOR:world-sector-utilities,2026-06-01,favors_sectors,frontmatter,1,FAVORS_SECTOR
world:regime:risk-on,world:sector:materials,2026-06-01,2026-06-01,rel:world-regime-risk-on:FAVORS_SECTOR:world-sector-materials,2026-06-01,favors_sectors,frontmatter,1,FAVORS_SECTOR
world:regime:stagflation,world:sector:materials,2026-06-01,2026-06-01,rel:world-regime-stagflation:FAVORS_SECTOR:world-sector-materials,2026-06-01,favors_sectors,frontmatter,1,FAVORS_SECTOR
world:regime:goldilocks,world:sector:tech-sector,2026-06-01,2026-06-01,rel:world-regime-goldilocks:FAVORS_SECTOR:world-sector-tech-sector,2026-06-01,favors_sectors,frontmatter,1,FAVORS_SECTOR
world:regime:inflationary-boom,world:sector:materials,2026-06-01,2026-06-01,rel:world-regime-inflationary-boom:FAVORS_SECTOR:world-sector-materials,2026-06-01,favors_sectors,frontmatter,1,FAVORS_SECTOR
world:regime:risk-on,world:sector:tech-sector,2026-06-01,2026-06-01,rel:world-regime-risk-on:FAVORS_SECTOR:world-sector-tech-sector,2026-06-01,favors_sectors,frontmatter,1,FAVORS_SECTOR
