:START_ID,:END_ID,:TYPE
mydata:thesis:ai-power-defense-stack,rel:mydata-thesis-ai-power-defense-stack:CANDIDATE_LINK:domain-evidence,PROPOSED_BY
mydata:thesis:ai-power-infrastructure,rel:mydata-thesis-ai-power-infrastructure:CANDIDATE_LINK:domain-evidence,PROPOSED_BY
mydata:thesis:alzheimers-disease-modification,rel:mydata-thesis-alzheimers-disease-modification:CANDIDATE_LINK:domain-evidence,PROPOSED_BY
mydata:thesis:antimicrobial-resistance-pipeline,rel:mydata-thesis-antimicrobial-resistance-pipeline:CANDIDATE_LINK:domain-evidence,PROPOSED_BY
mydata:thesis:bioengineered-food-systems,rel:mydata-thesis-bioengineered-food-systems:CANDIDATE_LINK:domain-evidence,PROPOSED_BY
mydata:thesis:buffett-style-quality-compounders,rel:mydata-thesis-buffett-style-quality-compounders:CANDIDATE_LINK:domain-evidence,PROPOSED_BY
mydata:thesis:biosecurity-compute-convergence,rel:mydata-thesis-biosecurity-compute-convergence:CANDIDATE_LINK:domain-evidence,PROPOSED_BY
mydata:thesis:capital-raise-survivors-small-cap-inflection-basket,rel:mydata-thesis-capital-raise-survivors-small-cap-inflection-basket:CANDIDATE_LINK:domain-evidence,PROPOSED_BY
mydata:thesis:communication-services-sector-basket,rel:mydata-thesis-communication-services-sector-basket:CANDIDATE_LINK:domain-evidence,PROPOSED_BY
mydata:thesis:consumer-discretionary-sector-basket,rel:mydata-thesis-consumer-discretionary-sector-basket:CANDIDATE_LINK:domain-evidence,PROPOSED_BY
mydata:thesis:consumer-staples-sector-basket,rel:mydata-thesis-consumer-staples-sector-basket:CANDIDATE_LINK:domain-evidence,PROPOSED_BY
mydata:thesis:dalio-style-all-weather-hard-assets,rel:mydata-thesis-dalio-style-all-weather-hard-assets:CANDIDATE_LINK:domain-evidence,PROPOSED_BY
mydata:thesis:defense-ai-autonomous-warfare,rel:mydata-thesis-defense-ai-autonomous-warfare:CANDIDATE_LINK:domain-evidence,PROPOSED_BY
mydata:thesis:dollar-debasement-hard-money,rel:mydata-thesis-dollar-debasement-hard-money:CANDIDATE_LINK:domain-evidence,PROPOSED_BY
world:bill:hr-8479-protecting-consumers-from-deceptive-ai-act,rel:world-bill-hr-8479-protecting-consumers-from-deceptive-ai-act:CANDIDATE_LINK:world-sector-tech,PROPOSED_BY
mydata:thesis:drone-autonomous-systems-revolution,rel:mydata-thesis-drone-autonomous-systems-revolution:CANDIDATE_LINK:domain-evidence,PROPOSED_BY
mydata:thesis:druckenmiller-style-secular-trend-leaders,rel:mydata-thesis-druckenmiller-style-secular-trend-leaders:CANDIDATE_LINK:domain-evidence,PROPOSED_BY
mydata:thesis:financials-sector-basket,rel:mydata-thesis-financials-sector-basket:CANDIDATE_LINK:domain-evidence,PROPOSED_BY
mydata:thesis:energy-sector-basket,rel:mydata-thesis-energy-sector-basket:CANDIDATE_LINK:domain-evidence,PROPOSED_BY
mydata:thesis:fiscal-scarcity-rearmament,rel:mydata-thesis-fiscal-scarcity-rearmament:CANDIDATE_LINK:domain-evidence,PROPOSED_BY
mydata:thesis:gene-editing-crispr-therapeutics,rel:mydata-thesis-gene-editing-crispr-therapeutics:CANDIDATE_LINK:domain-evidence,PROPOSED_BY
mydata:thesis:glp-1-metabolic-disease-revolution,rel:mydata-thesis-glp-1-metabolic-disease-revolution:CANDIDATE_LINK:domain-evidence,PROPOSED_BY
mydata:thesis:graham-style-deep-value-re-rating,rel:mydata-thesis-graham-style-deep-value-re-rating:CANDIDATE_LINK:domain-evidence,PROPOSED_BY
mydata:thesis:grid-scale-battery-storage,rel:mydata-thesis-grid-scale-battery-storage:CANDIDATE_LINK:domain-evidence,PROPOSED_BY
mydata:thesis:grid-equipment-bottleneck,rel:mydata-thesis-grid-equipment-bottleneck:CANDIDATE_LINK:domain-evidence,PROPOSED_BY
mydata:thesis:healthcare-sector-basket,rel:mydata-thesis-healthcare-sector-basket:CANDIDATE_LINK:domain-evidence,PROPOSED_BY
mydata:thesis:housing-supply-correction,rel:mydata-thesis-housing-supply-correction:CANDIDATE_LINK:domain-evidence,PROPOSED_BY
mydata:thesis:humanoid-robotics,rel:mydata-thesis-humanoid-robotics:CANDIDATE_LINK:domain-evidence,PROPOSED_BY
mydata:thesis:industrials-sector-basket,rel:mydata-thesis-industrials-sector-basket:CANDIDATE_LINK:domain-evidence,PROPOSED_BY
mydata:thesis:hypersonic-weapons-advanced-defense,rel:mydata-thesis-hypersonic-weapons-advanced-defense:CANDIDATE_LINK:domain-evidence,PROPOSED_BY
mydata:thesis:longevity-aging-biology,rel:mydata-thesis-longevity-aging-biology:CANDIDATE_LINK:domain-evidence,PROPOSED_BY
mydata:thesis:lynch-style-garp-leaders,rel:mydata-thesis-lynch-style-garp-leaders:CANDIDATE_LINK:domain-evidence,PROPOSED_BY
mydata:thesis:materials-sector-basket,rel:mydata-thesis-materials-sector-basket:CANDIDATE_LINK:domain-evidence,PROPOSED_BY
mydata:thesis:nuclear-renaissance-smrs,rel:mydata-thesis-nuclear-renaissance-smrs:CANDIDATE_LINK:domain-evidence,PROPOSED_BY
mydata:thesis:psychedelic-mental-health-revolution,rel:mydata-thesis-psychedelic-mental-health-revolution:CANDIDATE_LINK:domain-evidence,PROPOSED_BY
mydata:thesis:quantum-computing,rel:mydata-thesis-quantum-computing:CANDIDATE_LINK:domain-evidence,PROPOSED_BY
mydata:thesis:real-estate-sector-basket,rel:mydata-thesis-real-estate-sector-basket:CANDIDATE_LINK:domain-evidence,PROPOSED_BY
mydata:thesis:semiconductor-sovereignty-chips-act,rel:mydata-thesis-semiconductor-sovereignty-chips-act:CANDIDATE_LINK:domain-evidence,PROPOSED_BY
mydata:thesis:space-domain-awareness,rel:mydata-thesis-space-domain-awareness:CANDIDATE_LINK:domain-evidence,PROPOSED_BY
mydata:thesis:simons-style-quant-momentum-breadth,rel:mydata-thesis-simons-style-quant-momentum-breadth:CANDIDATE_LINK:domain-evidence,PROPOSED_BY
mydata:thesis:spy-qqq-entropy-expansion-monitor,rel:mydata-thesis-spy-qqq-entropy-expansion-monitor:CANDIDATE_LINK:domain-evidence,PROPOSED_BY
mydata:thesis:tech-sector-basket,rel:mydata-thesis-tech-sector-basket:CANDIDATE_LINK:domain-evidence,PROPOSED_BY
mydata:thesis:utilities-sector-basket,rel:mydata-thesis-utilities-sector-basket:CANDIDATE_LINK:domain-evidence,PROPOSED_BY
world:bill:ca-ab-412-generative-ai-training-data-copyrighted-materials,rel:world-bill-ca-ab-412-generative-ai-training-data-copyrighted-materials:CANDIDATE_LINK:world-sector-tech,PROPOSED_BY
world:bill:ca-ab-736-affordable-housing-bond-act-of-2026,rel:world-bill-ca-ab-736-affordable-housing-bond-act-of-2026:CANDIDATE_LINK:world-entity-housing,PROPOSED_BY
world:bill:ca-sb-903-mental-health-ai,rel:world-bill-ca-sb-903-mental-health-ai:CANDIDATE_LINK:world-sector-tech,PROPOSED_BY
world:bill:s-4424-ndaa-fy2021-higher-ed-institutional-prohibition,rel:world-bill-s-4424-ndaa-fy2021-higher-ed-institutional-prohibition:CANDIDATE_LINK:world-sector-defense,PROPOSED_BY
world:bill:template-bill,rel:world-bill-template-bill:CANDIDATE_LINK:world-sector-tech,PROPOSED_BY
world:bill:s-4459-expanding-appalachia-s-broadband-access-act,rel:world-bill-s-4459-expanding-appalachia-s-broadband-access-act:CANDIDATE_LINK:world-sector-tech,PROPOSED_BY
world:newsitem:gold-miners-are-a-screaming-buy-here,rel:world-newsitem-gold-miners-are-a-screaming-buy-here:CANDIDATE_LINK:world-regime-stagflation,PROPOSED_BY
world:newsitem:inbox-ingestion-runbook,rel:world-newsitem-inbox-ingestion-runbook:CANDIDATE_LINK:world-regime-regime-name,PROPOSED_BY
world:newsitem:inbox-ingestion-runbook,rel:world-newsitem-inbox-ingestion-runbook:CANDIDATE_LINK:world-regime-macro-regime,PROPOSED_BY
world:regime:stagflation,rel:world-regime-stagflation:CANDIDATE_LINK:world-stock-pdfs,PROPOSED_BY
world:newsitem:inbox-ingestion-runbook,rel:world-newsitem-inbox-ingestion-runbook:CANDIDATE_LINK:world-regime-risk-on,PROPOSED_BY
world:newsitem:inbox-topic-map,rel:world-newsitem-inbox-topic-map:CANDIDATE_LINK:world-regime-macro-regime,PROPOSED_BY
world:newsitem:inbox-topic-map,rel:world-newsitem-inbox-topic-map:CANDIDATE_LINK:world-regime-recession,PROPOSED_BY
world:policyaction:template-observation,rel:world-policyaction-template-observation:CANDIDATE_LINK:world-sector-tech,PROPOSED_BY
world:regime:geopolitical-escalation,rel:world-regime-geopolitical-escalation:CANDIDATE_LINK:world-stock-airo,PROPOSED_BY
world:regime:geopolitical-escalation,rel:world-regime-geopolitical-escalation:CANDIDATE_LINK:world-stock-avav,PROPOSED_BY
world:regime:geopolitical-escalation,rel:world-regime-geopolitical-escalation:CANDIDATE_LINK:world-stock-amzn,PROPOSED_BY
world:regime:geopolitical-escalation,rel:world-regime-geopolitical-escalation:CANDIDATE_LINK:world-stock-blmn,PROPOSED_BY
world:regime:geopolitical-escalation,rel:world-regime-geopolitical-escalation:CANDIDATE_LINK:world-stock-cvx,PROPOSED_BY
world:regime:geopolitical-escalation,rel:world-regime-geopolitical-escalation:CANDIDATE_LINK:world-stock-dhi,PROPOSED_BY
world:regime:geopolitical-escalation,rel:world-regime-geopolitical-escalation:CANDIDATE_LINK:world-stock-dro-ax,PROPOSED_BY
world:regime:geopolitical-escalation,rel:world-regime-geopolitical-escalation:CANDIDATE_LINK:world-stock-eqix,PROPOSED_BY
world:regime:geopolitical-escalation,rel:world-regime-geopolitical-escalation:CANDIDATE_LINK:world-stock-eslt,PROPOSED_BY
world:regime:geopolitical-escalation,rel:world-regime-geopolitical-escalation:CANDIDATE_LINK:world-stock-fcx,PROPOSED_BY
world:regime:geopolitical-escalation,rel:world-regime-geopolitical-escalation:CANDIDATE_LINK:world-stock-gold,PROPOSED_BY
world:regime:geopolitical-escalation,rel:world-regime-geopolitical-escalation:CANDIDATE_LINK:world-stock-iipr,PROPOSED_BY
world:regime:geopolitical-escalation,rel:world-regime-geopolitical-escalation:CANDIDATE_LINK:world-stock-ktos,PROPOSED_BY
world:regime:geopolitical-escalation,rel:world-regime-geopolitical-escalation:CANDIDATE_LINK:world-stock-len,PROPOSED_BY
world:regime:geopolitical-escalation,rel:world-regime-geopolitical-escalation:CANDIDATE_LINK:world-stock-lhx,PROPOSED_BY
world:regime:geopolitical-escalation,rel:world-regime-geopolitical-escalation:CANDIDATE_LINK:world-stock-lin,PROPOSED_BY
world:regime:geopolitical-escalation,rel:world-regime-geopolitical-escalation:CANDIDATE_LINK:world-stock-lmt,PROPOSED_BY
world:regime:geopolitical-escalation,rel:world-regime-geopolitical-escalation:CANDIDATE_LINK:world-stock-nem,PROPOSED_BY
world:regime:geopolitical-escalation,rel:world-regime-geopolitical-escalation:CANDIDATE_LINK:world-stock-noc,PROPOSED_BY
world:regime:geopolitical-escalation,rel:world-regime-geopolitical-escalation:CANDIDATE_LINK:world-stock-oxy,PROPOSED_BY
world:regime:geopolitical-escalation,rel:world-regime-geopolitical-escalation:CANDIDATE_LINK:world-stock-pld,PROPOSED_BY
world:regime:geopolitical-escalation,rel:world-regime-geopolitical-escalation:CANDIDATE_LINK:world-stock-prks,PROPOSED_BY
world:regime:geopolitical-escalation,rel:world-regime-geopolitical-escalation:CANDIDATE_LINK:world-stock-rtx,PROPOSED_BY
world:regime:geopolitical-escalation,rel:world-regime-geopolitical-escalation:CANDIDATE_LINK:world-stock-rcat,PROPOSED_BY
world:regime:geopolitical-escalation,rel:world-regime-geopolitical-escalation:CANDIDATE_LINK:world-stock-slb,PROPOSED_BY
world:regime:risk-off,rel:world-regime-risk-off:CANDIDATE_LINK:world-stock-tsla,PROPOSED_BY
world:regime:geopolitical-escalation,rel:world-regime-geopolitical-escalation:CANDIDATE_LINK:world-stock-tdy,PROPOSED_BY
world:regime:goldilocks,rel:world-regime-goldilocks:CANDIDATE_LINK:world-stock-tsla,PROPOSED_BY
world:regime:geopolitical-escalation,rel:world-regime-geopolitical-escalation:CANDIDATE_LINK:world-stock-umac,PROPOSED_BY
world:regime:geopolitical-escalation,rel:world-regime-geopolitical-escalation:CANDIDATE_LINK:world-stock-txt,PROPOSED_BY
world:regime:geopolitical-escalation,rel:world-regime-geopolitical-escalation:CANDIDATE_LINK:world-stock-well,PROPOSED_BY
world:regime:geopolitical-escalation,rel:world-regime-geopolitical-escalation:CANDIDATE_LINK:world-stock-wpm,PROPOSED_BY
world:regime:geopolitical-escalation,rel:world-regime-geopolitical-escalation:CANDIDATE_LINK:world-stock-xom,PROPOSED_BY
world:regime:goldilocks,rel:world-regime-goldilocks:CANDIDATE_LINK:world-stock-aapl,PROPOSED_BY
world:regime:goldilocks,rel:world-regime-goldilocks:CANDIDATE_LINK:world-stock-achr,PROPOSED_BY
world:regime:goldilocks,rel:world-regime-goldilocks:CANDIDATE_LINK:world-stock-amsc,PROPOSED_BY
world:regime:goldilocks,rel:world-regime-goldilocks:CANDIDATE_LINK:world-stock-amzn,PROPOSED_BY
world:regime:goldilocks,rel:world-regime-goldilocks:CANDIDATE_LINK:world-stock-axp,PROPOSED_BY
world:regime:goldilocks,rel:world-regime-goldilocks:CANDIDATE_LINK:world-stock-blmn,PROPOSED_BY
world:regime:goldilocks,rel:world-regime-goldilocks:CANDIDATE_LINK:world-stock-brk-b,PROPOSED_BY
world:regime:goldilocks,rel:world-regime-goldilocks:CANDIDATE_LINK:world-stock-bw,PROPOSED_BY
world:regime:goldilocks,rel:world-regime-goldilocks:CANDIDATE_LINK:world-stock-cat,PROPOSED_BY
world:regime:goldilocks,rel:world-regime-goldilocks:CANDIDATE_LINK:world-stock-coin,PROPOSED_BY
world:regime:goldilocks,rel:world-regime-goldilocks:CANDIDATE_LINK:world-stock-dhi,PROPOSED_BY
world:regime:goldilocks,rel:world-regime-goldilocks:CANDIDATE_LINK:world-stock-dpro,PROPOSED_BY
world:regime:goldilocks,rel:world-regime-goldilocks:CANDIDATE_LINK:world-stock-ecpg,PROPOSED_BY
world:event-trend:2026-06-02:rates-bonds-and-inflation-expectations,candidate:manual:rates-oil-001,PROPOSED_BY
world:regime:goldilocks,rel:world-regime-goldilocks:CANDIDATE_LINK:world-stock-etn,PROPOSED_BY
world:regime:goldilocks,rel:world-regime-goldilocks:CANDIDATE_LINK:world-stock-evtl,PROPOSED_BY
world:regime:goldilocks,rel:world-regime-goldilocks:CANDIDATE_LINK:world-stock-gs,PROPOSED_BY
world:regime:goldilocks,rel:world-regime-goldilocks:CANDIDATE_LINK:world-stock-hovr,PROPOSED_BY
world:regime:goldilocks,rel:world-regime-goldilocks:CANDIDATE_LINK:world-stock-hubb,PROPOSED_BY
world:regime:goldilocks,rel:world-regime-goldilocks:CANDIDATE_LINK:world-stock-joby,PROPOSED_BY
world:regime:goldilocks,rel:world-regime-goldilocks:CANDIDATE_LINK:world-stock-jpm,PROPOSED_BY
world:regime:goldilocks,rel:world-regime-goldilocks:CANDIDATE_LINK:world-stock-len,PROPOSED_BY
world:regime:goldilocks,rel:world-regime-goldilocks:CANDIDATE_LINK:world-stock-msft,PROPOSED_BY
world:regime:goldilocks,rel:world-regime-goldilocks:CANDIDATE_LINK:world-stock-mtz,PROPOSED_BY
world:regime:goldilocks,rel:world-regime-goldilocks:CANDIDATE_LINK:world-stock-myrg,PROPOSED_BY
world:regime:goldilocks,rel:world-regime-goldilocks:CANDIDATE_LINK:world-stock-nssc,PROPOSED_BY
world:regime:goldilocks,rel:world-regime-goldilocks:CANDIDATE_LINK:world-stock-nvda,PROPOSED_BY
world:regime:goldilocks,rel:world-regime-goldilocks:CANDIDATE_LINK:world-stock-onds,PROPOSED_BY
world:regime:goldilocks,rel:world-regime-goldilocks:CANDIDATE_LINK:world-stock-pdfs,PROPOSED_BY
world:regime:goldilocks,rel:world-regime-goldilocks:CANDIDATE_LINK:world-stock-pltr,PROPOSED_BY
world:regime:goldilocks,rel:world-regime-goldilocks:CANDIDATE_LINK:world-stock-powl,PROPOSED_BY
world:regime:goldilocks,rel:world-regime-goldilocks:CANDIDATE_LINK:world-stock-ppih,PROPOSED_BY
world:regime:goldilocks,rel:world-regime-goldilocks:CANDIDATE_LINK:world-stock-prks,PROPOSED_BY
world:regime:goldilocks,rel:world-regime-goldilocks:CANDIDATE_LINK:world-stock-pwr,PROPOSED_BY
world:regime:goldilocks,rel:world-regime-goldilocks:CANDIDATE_LINK:world-stock-strl,PROPOSED_BY
world:regime:goldilocks,rel:world-regime-goldilocks:CANDIDATE_LINK:world-stock-tnc,PROPOSED_BY
world:event-trend:2026-06-02:power-grid-and-industrial-capex,candidate:manual:grid-ai-001,PROPOSED_BY
world:regime:goldilocks,rel:world-regime-goldilocks:CANDIDATE_LINK:world-stock-v,PROPOSED_BY
world:regime:goldilocks,rel:world-regime-goldilocks:CANDIDATE_LINK:world-stock-wcc,PROPOSED_BY
world:regime:inflationary-boom,rel:world-regime-inflationary-boom:CANDIDATE_LINK:world-stock-achr,PROPOSED_BY
world:regime:inflationary-boom,rel:world-regime-inflationary-boom:CANDIDATE_LINK:world-stock-amsc,PROPOSED_BY
world:regime:inflationary-boom,rel:world-regime-inflationary-boom:CANDIDATE_LINK:world-stock-axp,PROPOSED_BY
world:regime:inflationary-boom,rel:world-regime-inflationary-boom:CANDIDATE_LINK:world-stock-brbr,PROPOSED_BY
world:regime:inflationary-boom,rel:world-regime-inflationary-boom:CANDIDATE_LINK:world-stock-brk-b,PROPOSED_BY
world:regime:inflationary-boom,rel:world-regime-inflationary-boom:CANDIDATE_LINK:world-stock-bw,PROPOSED_BY
world:regime:inflationary-boom,rel:world-regime-inflationary-boom:CANDIDATE_LINK:world-stock-cat,PROPOSED_BY
world:regime:inflationary-boom,rel:world-regime-inflationary-boom:CANDIDATE_LINK:world-stock-ceg,PROPOSED_BY
world:regime:inflationary-boom,rel:world-regime-inflationary-boom:CANDIDATE_LINK:world-stock-coin,PROPOSED_BY
world:regime:inflationary-boom,rel:world-regime-inflationary-boom:CANDIDATE_LINK:world-stock-cost,PROPOSED_BY
world:regime:inflationary-boom,rel:world-regime-inflationary-boom:CANDIDATE_LINK:world-stock-cvx,PROPOSED_BY
world:regime:inflationary-boom,rel:world-regime-inflationary-boom:CANDIDATE_LINK:world-stock-dpro,PROPOSED_BY
world:regime:inflationary-boom,rel:world-regime-inflationary-boom:CANDIDATE_LINK:world-stock-eh,PROPOSED_BY
world:regime:inflationary-boom,rel:world-regime-inflationary-boom:CANDIDATE_LINK:world-stock-ecpg,PROPOSED_BY
world:regime:inflationary-boom,rel:world-regime-inflationary-boom:CANDIDATE_LINK:world-stock-etn,PROPOSED_BY
world:regime:inflationary-boom,rel:world-regime-inflationary-boom:CANDIDATE_LINK:world-stock-evtl,PROPOSED_BY
world:regime:inflationary-boom,rel:world-regime-inflationary-boom:CANDIDATE_LINK:world-stock-fcx,PROPOSED_BY
world:regime:inflationary-boom,rel:world-regime-inflationary-boom:CANDIDATE_LINK:world-stock-gev,PROPOSED_BY
world:regime:inflationary-boom,rel:world-regime-inflationary-boom:CANDIDATE_LINK:world-stock-gold,PROPOSED_BY
world:regime:inflationary-boom,rel:world-regime-inflationary-boom:CANDIDATE_LINK:world-stock-gs,PROPOSED_BY
world:regime:inflationary-boom,rel:world-regime-inflationary-boom:CANDIDATE_LINK:world-stock-hovr,PROPOSED_BY
world:regime:inflationary-boom,rel:world-regime-inflationary-boom:CANDIDATE_LINK:world-stock-hubb,PROPOSED_BY
world:regime:inflationary-boom,rel:world-regime-inflationary-boom:CANDIDATE_LINK:world-stock-joby,PROPOSED_BY
world:regime:inflationary-boom,rel:world-regime-inflationary-boom:CANDIDATE_LINK:world-stock-jpm,PROPOSED_BY
world:regime:inflationary-boom,rel:world-regime-inflationary-boom:CANDIDATE_LINK:world-stock-ko,PROPOSED_BY
world:regime:inflationary-boom,rel:world-regime-inflationary-boom:CANDIDATE_LINK:world-stock-lin,PROPOSED_BY
world:regime:inflationary-boom,rel:world-regime-inflationary-boom:CANDIDATE_LINK:world-stock-mtz,PROPOSED_BY
world:regime:inflationary-boom,rel:world-regime-inflationary-boom:CANDIDATE_LINK:world-stock-myrg,PROPOSED_BY
world:regime:inflationary-boom,rel:world-regime-inflationary-boom:CANDIDATE_LINK:world-stock-nem,PROPOSED_BY
world:regime:inflationary-boom,rel:world-regime-inflationary-boom:CANDIDATE_LINK:world-stock-nrg,PROPOSED_BY
world:regime:inflationary-boom,rel:world-regime-inflationary-boom:CANDIDATE_LINK:world-stock-nssc,PROPOSED_BY
world:regime:inflationary-boom,rel:world-regime-inflationary-boom:CANDIDATE_LINK:world-stock-onds,PROPOSED_BY
world:regime:inflationary-boom,rel:world-regime-inflationary-boom:CANDIDATE_LINK:world-stock-oxy,PROPOSED_BY
