id,labels,name,canonicalName,label,vault,relativePath,obsidianUrl,sourcePath,sourceVault,sourceFolder,nodeType,domain,subdomain,assetClass,sector,industry,country,jurisdiction,tags,status,signalStatus,confidence,conviction,timeframe,frequency,lastUpdated,date,asOfDate,ticker,exchange,symbol,currency,instrumentType,currentValue,trend,source,provider,dataType,datePulled,freshnessDate,summary,url
world:sector:energy,Sector;Entity,Energy,Energy,Energy,World_Machine,Entities/Sectors/Energy.md,obsidian://open?vault=World_Machine&file=Entities%2FSectors%2FEnergy.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Entities\Sectors\Energy.md,World_Machine,Entities,sector,Entities,Sectors,,,,,,sector,Active,,,,,,,,2026-06-01,,,,,,,,,,,,,,
world:sector:finance-and-insurance,Sector;Entity,Finance and Insurance,Finance and Insurance,Finance and Insurance,World_Machine,Entities/Sectors/Finance and Insurance.md,obsidian://open?vault=World_Machine&file=Entities%2FSectors%2FFinance%20and%20Insurance.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Entities\Sectors\Finance and Insurance.md,World_Machine,Entities,sector,Entities,Sectors,,,,,,inbox;sector-report;ibisworld;finance;insurance;rates,inbox,,,,,,,2026-05-12,2026-06-01,,,,,,,,,,sector-report,,,,
world:sector:financials,Sector;Entity,Financials,Financials,Financials,World_Machine,Entities/Sectors/Financials.md,obsidian://open?vault=World_Machine&file=Entities%2FSectors%2FFinancials.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Entities\Sectors\Financials.md,World_Machine,Entities,sector,Entities,Sectors,,,,,,sector,Active,,,,,,,,2026-06-01,,,,,,,,,,,,,,
world:sector:healthcare,Sector;Entity,Healthcare,Healthcare,Healthcare,World_Machine,Entities/Sectors/Healthcare.md,obsidian://open?vault=World_Machine&file=Entities%2FSectors%2FHealthcare.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Entities\Sectors\Healthcare.md,World_Machine,Entities,sector,Entities,Sectors,,,,,,sector,Active,,,,,,,,2026-06-01,,,,,,,,,,,,,,
world:sector:healthcare-and-social-assistance,Sector;Entity,Healthcare and Social Assistance,Healthcare and Social Assistance,Healthcare and Social Assistance,World_Machine,Entities/Sectors/Healthcare and Social Assistance.md,obsidian://open?vault=World_Machine&file=Entities%2FSectors%2FHealthcare%20and%20Social%20Assistance.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Entities\Sectors\Healthcare and Social Assistance.md,World_Machine,Entities,sector,Entities,Sectors,,,,,,inbox;sector-report;ibisworld;healthcare;policy;labor,inbox,,,,,,,2026-05-12,2026-06-01,,,,,,,,,,sector-report,,,,
world:sector:human-resources-and-benefits-administration,Sector;Entity,Human Resources and Benefits Administration,Human Resources and Benefits Administration,Human Resources and Benefits Administration,World_Machine,Entities/Sectors/Human Resources and Benefits Administration.md,obsidian://open?vault=World_Machine&file=Entities%2FSectors%2FHuman%20Resources%20and%20Benefits%20Administration.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Entities\Sectors\Human Resources and Benefits Administration.md,World_Machine,Entities,sector,Entities,Sectors,,,,,,inbox;sector-report;ibisworld;hr;labor;benefits,inbox,,,,,,,2026-05-12,2026-06-01,,,,,,,,,,sector-report,,,,
world:sector:industrials,Sector;Entity,Industrials,Industrials,Industrials,World_Machine,Entities/Sectors/Industrials.md,obsidian://open?vault=World_Machine&file=Entities%2FSectors%2FIndustrials.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Entities\Sectors\Industrials.md,World_Machine,Entities,sector,Entities,Sectors,,,,,,sector,Active,,,,,,,,2026-06-01,,,,,,,,,,,,,,
world:sector:information,Sector;Entity,Information,Information,Information,World_Machine,Entities/Sectors/Information.md,obsidian://open?vault=World_Machine&file=Entities%2FSectors%2FInformation.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Entities\Sectors\Information.md,World_Machine,Entities,sector,Entities,Sectors,,,,,,inbox;sector-report;ibisworld;information;technology;ai,inbox,,,,,,,2026-05-12,2026-06-01,,,,,,,,,,sector-report,,,,
world:sector:manufacturing,Sector;Entity,Manufacturing,Manufacturing,Manufacturing,World_Machine,Entities/Sectors/Manufacturing.md,obsidian://open?vault=World_Machine&file=Entities%2FSectors%2FManufacturing.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Entities\Sectors\Manufacturing.md,World_Machine,Entities,sector,Entities,Sectors,,,,,,inbox;sector-report;ibisworld;manufacturing;industrials,inbox,,,,,,,2026-05-12,2026-06-01,,,,,,,,,,sector-report,,,,
world:sector:materials,Sector;Entity,Materials,Materials,Materials,World_Machine,Entities/Sectors/Materials.md,obsidian://open?vault=World_Machine&file=Entities%2FSectors%2FMaterials.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Entities\Sectors\Materials.md,World_Machine,Entities,sector,Entities,Sectors,,,,,,sector,Active,,,,,,,,2026-06-01,,,,,,,,,,,,,,
world:sector:memory-semiconductors,Sector;Entity,Memory Semiconductors,Memory Semiconductors,Memory Semiconductors,World_Machine,Entities/Sectors/Memory Semiconductors.md,obsidian://open?vault=World_Machine&file=Entities%2FSectors%2FMemory%20Semiconductors.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Entities\Sectors\Memory Semiconductors.md,World_Machine,Entities,sector,Entities,Sectors,,,,,,sector;semiconductors;memory;ai;nand;hbm;data-centers,,,,,,,,2026-05-12,2026-06-01,,,,,,,,,,sector,,,,
world:sector:mining,Sector;Entity,Mining,Mining,Mining,World_Machine,Entities/Sectors/Mining.md,obsidian://open?vault=World_Machine&file=Entities%2FSectors%2FMining.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Entities\Sectors\Mining.md,World_Machine,Entities,sector,Entities,Sectors,,,,,,inbox;sector-report;ibisworld;mining;energy;materials,inbox,,,,,,,2026-05-12,2026-06-01,,,,,,,,,,sector-report,,,,
world:sector:primary-client-sectors,Sector;Entity,{{primary_client_sectors}},{{primary_client_sectors}},{{primary_client_sectors}},,,,,,,sector,Entities,,,,,,,,,,,,,,,,2026-06-01,,,,,,,,,,,,,,
world:sector:primary-industry-sectors,Sector;Entity,{{primary_industry_sectors}},{{primary_industry_sectors}},{{primary_industry_sectors}},,,,,,,sector,Entities,,,,,,,,,,,,,,,,2026-06-01,,,,,,,,,,,,,,
world:sector:primary-sector-interests,Sector;Entity,{{primary_sector_interests}},{{primary_sector_interests}},{{primary_sector_interests}},,,,,,,sector,Entities,,,,,,,,,,,,,,,,2026-06-01,,,,,,,,,,,,,,
world:sector:professional-scientific-and-technical-services,Sector;Entity,Professional Scientific and Technical Services,Professional Scientific and Technical Services,Professional Scientific and Technical Services,World_Machine,Entities/Sectors/Professional Scientific and Technical Services.md,obsidian://open?vault=World_Machine&file=Entities%2FSectors%2FProfessional%20Scientific%20and%20Technical%20Services.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Entities\Sectors\Professional Scientific and Technical Services.md,World_Machine,Entities,sector,Entities,Sectors,,,,,,inbox;sector-report;ibisworld;professional-services;ai;labor,inbox,,,,,,,2026-05-12,2026-06-01,,,,,,,,,,sector-report,,,,
world:sector:real-estate,Sector;Entity,Real Estate,Real Estate,Real Estate,World_Machine,Entities/Sectors/Real Estate.md,obsidian://open?vault=World_Machine&file=Entities%2FSectors%2FReal%20Estate.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Entities\Sectors\Real Estate.md,World_Machine,Entities,sector,Entities,Sectors,,,,,,sector,Active,,,,,,,,2026-06-01,,,,,,,,,,,,,,
world:sector:real-estate-and-rental-and-leasing,Sector;Entity,Real Estate and Rental and Leasing,Real Estate and Rental and Leasing,Real Estate and Rental and Leasing,World_Machine,Entities/Sectors/Real Estate and Rental and Leasing.md,obsidian://open?vault=World_Machine&file=Entities%2FSectors%2FReal%20Estate%20and%20Rental%20and%20Leasing.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Entities\Sectors\Real Estate and Rental and Leasing.md,World_Machine,Entities,sector,Entities,Sectors,,,,,,inbox;sector-report;ibisworld;real-estate;rates,inbox,,,,,,,2026-05-12,2026-06-01,,,,,,,,,,sector-report,,,,
world:sector:retail-trade,Sector;Entity,Retail Trade,Retail Trade,Retail Trade,World_Machine,Entities/Sectors/Retail Trade.md,obsidian://open?vault=World_Machine&file=Entities%2FSectors%2FRetail%20Trade.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Entities\Sectors\Retail Trade.md,World_Machine,Entities,sector,Entities,Sectors,,,,,,inbox;sector-report;ibisworld;retail;consumer,inbox,,,,,,,2026-05-12,2026-06-01,,,,,,,,,,sector-report,,,,
world:sector:tech,Sector;Entity,tech,tech,tech,,,,,,,sector,Entities,,,,,,,,,,,,,,,,2026-06-01,,,,,,,,,,,,,,
world:sector:tech-sector,Sector;Entity,Tech Sector,Tech Sector,Tech Sector,World_Machine,Entities/Sectors/Tech Sector.md,obsidian://open?vault=World_Machine&file=Entities%2FSectors%2FTech%20Sector.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Entities\Sectors\Tech Sector.md,World_Machine,Entities,sector,Entities,Sectors,,,,,,sector,Active,,,,,,,,2026-06-01,,,,,,,,,,,,,,
world:sector:transportation-and-warehousing,Sector;Entity,Transportation and Warehousing,Transportation and Warehousing,Transportation and Warehousing,World_Machine,Entities/Sectors/Transportation and Warehousing.md,obsidian://open?vault=World_Machine&file=Entities%2FSectors%2FTransportation%20and%20Warehousing.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Entities\Sectors\Transportation and Warehousing.md,World_Machine,Entities,sector,Entities,Sectors,,,,,,inbox;sector-report;ibisworld;transportation;logistics,inbox,,,,,,,2026-05-12,2026-06-01,,,,,,,,,,sector-report,,,,
world:sector:utilities,Sector;Entity,Utilities,Utilities,Utilities,World_Machine,Entities/Sectors/Utilities.md,obsidian://open?vault=World_Machine&file=Entities%2FSectors%2FUtilities.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Entities\Sectors\Utilities.md,World_Machine,Entities,sector,Entities,Sectors,,,,,,inbox;sector-report;ibisworld;utilities;energy;ai-power,inbox,,,,,,,2026-05-12,2026-06-01,,,,,,,,,,sector-report,,,,
world:sector:wholesale-trade,Sector;Entity,Wholesale Trade,Wholesale Trade,Wholesale Trade,World_Machine,Entities/Sectors/Wholesale Trade.md,obsidian://open?vault=World_Machine&file=Entities%2FSectors%2FWholesale%20Trade.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Entities\Sectors\Wholesale Trade.md,World_Machine,Entities,sector,Entities,Sectors,,,,,,inbox;sector-report;ibisworld;wholesale;supply-chain,inbox,,,,,,,2026-05-12,2026-06-01,,,,,,,,,,sector-report,,,,
