id,labels,name,canonicalName,label,vault,relativePath,obsidianUrl,sourcePath,sourceVault,sourceFolder,nodeType,domain,subdomain,assetClass,sector,industry,country,jurisdiction,tags,status,signalStatus,confidence,conviction,timeframe,frequency,lastUpdated,date,asOfDate,ticker,exchange,symbol,currency,instrumentType,currentValue,trend,source,provider,dataType,datePulled,freshnessDate,summary,url
world:evidenceartifact:2026-05-19-midday-monitoring-snapshot,EvidenceArtifact,Midday Monitoring Snapshot - 2026-05-19,Midday Monitoring Snapshot - 2026-05-19,Midday Monitoring Snapshot - 2026-05-19,World_Machine,Reports/Midday/Monitoring/2026-05-19 Midday Monitoring Snapshot.md,obsidian://open?vault=World_Machine&file=Reports%2FMidday%2FMonitoring%2F2026-05-19%20Midday%20Monitoring%20Snapshot.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Midday\Monitoring\2026-05-19 Midday Monitoring Snapshot.md,World_Machine,Reports,evidenceartifact,Reports,Midday,,,,,,world-machine-review;monitoring_snapshot;midday,,,,,,,,,2026-06-01,,,,,,,,World Machine Review Flow,,monitoring_snapshot,2026-05-19,,,
world:evidenceartifact:2026-05-20-09-45,EvidenceArtifact,2026-05-20_09-45,2026-05-20_09-45,2026-05-20_09-45,World_Machine,Reports/System/run_summaries/2026-05-20_09-45.md,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-20_09-45.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-20_09-45.md,World_Machine,Reports,evidenceartifact,Reports,System,,,,,,,,,,,,,,2026-05-20,2026-06-01,,,,,,,,,,run_summary,,,,
world:evidenceartifact:2026-05-20-12-30,EvidenceArtifact,2026-05-20_12-30,2026-05-20_12-30,2026-05-20_12-30,World_Machine,Reports/System/run_summaries/2026-05-20_12-30.md,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-20_12-30.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-20_12-30.md,World_Machine,Reports,evidenceartifact,Reports,System,,,,,,,,,,,,,,2026-05-20,2026-06-01,,,,,,,,,,run_summary,,,,
world:evidenceartifact:2026-05-20-midday-monitoring-snapshot,EvidenceArtifact,Midday Monitoring Snapshot - 2026-05-20,Midday Monitoring Snapshot - 2026-05-20,Midday Monitoring Snapshot - 2026-05-20,World_Machine,Reports/Midday/Monitoring/2026-05-20 Midday Monitoring Snapshot.md,obsidian://open?vault=World_Machine&file=Reports%2FMidday%2FMonitoring%2F2026-05-20%20Midday%20Monitoring%20Snapshot.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Midday\Monitoring\2026-05-20 Midday Monitoring Snapshot.md,World_Machine,Reports,evidenceartifact,Reports,Midday,,,,,,world-machine-review;monitoring_snapshot;midday,,,,,,,,,2026-06-01,,,,,,,,World Machine Review Flow,,monitoring_snapshot,2026-05-20,,,
world:evidenceartifact:2026-05-21-09-45,EvidenceArtifact,2026-05-21_09-45,2026-05-21_09-45,2026-05-21_09-45,World_Machine,Reports/System/run_summaries/2026-05-21_09-45.md,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-21_09-45.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-21_09-45.md,World_Machine,Reports,evidenceartifact,Reports,System,,,,,,,,,,,,,,2026-05-21,2026-06-01,,,,,,,,,,run_summary,,,,
world:evidenceartifact:2026-05-21-12-30,EvidenceArtifact,2026-05-21_12-30,2026-05-21_12-30,2026-05-21_12-30,World_Machine,Reports/System/run_summaries/2026-05-21_12-30.md,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-21_12-30.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-21_12-30.md,World_Machine,Reports,evidenceartifact,Reports,System,,,,,,,,,,,,,,2026-05-21,2026-06-01,,,,,,,,,,run_summary,,,,
world:evidenceartifact:2026-05-21-midday-monitoring-snapshot,EvidenceArtifact,Midday Monitoring Snapshot - 2026-05-21,Midday Monitoring Snapshot - 2026-05-21,Midday Monitoring Snapshot - 2026-05-21,World_Machine,Reports/Midday/Monitoring/2026-05-21 Midday Monitoring Snapshot.md,obsidian://open?vault=World_Machine&file=Reports%2FMidday%2FMonitoring%2F2026-05-21%20Midday%20Monitoring%20Snapshot.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Midday\Monitoring\2026-05-21 Midday Monitoring Snapshot.md,World_Machine,Reports,evidenceartifact,Reports,Midday,,,,,,world-machine-review;monitoring_snapshot;midday,,,,,,,,,2026-06-01,,,,,,,,World Machine Review Flow,,monitoring_snapshot,2026-05-21,,,
world:evidenceartifact:2026-05-22-09-45,EvidenceArtifact,2026-05-22_09-45,2026-05-22_09-45,2026-05-22_09-45,World_Machine,Reports/System/run_summaries/2026-05-22_09-45.md,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-22_09-45.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-22_09-45.md,World_Machine,Reports,evidenceartifact,Reports,System,,,,,,,,,,,,,,2026-05-22,2026-06-01,,,,,,,,,,run_summary,,,,
world:evidenceartifact:2026-05-22-12-30,EvidenceArtifact,2026-05-22_12-30,2026-05-22_12-30,2026-05-22_12-30,World_Machine,Reports/System/run_summaries/2026-05-22_12-30.md,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-22_12-30.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-22_12-30.md,World_Machine,Reports,evidenceartifact,Reports,System,,,,,,,,,,,,,,2026-05-22,2026-06-01,,,,,,,,,,run_summary,,,,
world:evidenceartifact:2026-05-22-midday-monitoring-snapshot,EvidenceArtifact,Midday Monitoring Snapshot - 2026-05-22,Midday Monitoring Snapshot - 2026-05-22,Midday Monitoring Snapshot - 2026-05-22,World_Machine,Reports/Midday/Monitoring/2026-05-22 Midday Monitoring Snapshot.md,obsidian://open?vault=World_Machine&file=Reports%2FMidday%2FMonitoring%2F2026-05-22%20Midday%20Monitoring%20Snapshot.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Midday\Monitoring\2026-05-22 Midday Monitoring Snapshot.md,World_Machine,Reports,evidenceartifact,Reports,Midday,,,,,,world-machine-review;monitoring_snapshot;midday,,,,,,,,,2026-06-01,,,,,,,,World Machine Review Flow,,monitoring_snapshot,2026-05-22,,,
world:evidenceartifact:2026-05-24-daily-briefing,EvidenceArtifact,Daily Briefing - 2026-05-24,Daily Briefing - 2026-05-24,Daily Briefing - 2026-05-24,World_Machine,Reports/Daily/Briefings/2026-05-24 Daily Briefing.md,obsidian://open?vault=World_Machine&file=Reports%2FDaily%2FBriefings%2F2026-05-24%20Daily%20Briefing.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Daily\Briefings\2026-05-24 Daily Briefing.md,World_Machine,Reports,evidenceartifact,Reports,Daily,,,,,,world-machine-review;briefing;daily,,,,,,,,,2026-06-01,,,,,,,,World Machine Review Flow,,briefing,2026-05-24,,,
world:evidenceartifact:2026-05-24-daily-monitoring-snapshot,EvidenceArtifact,Daily Monitoring Snapshot - 2026-05-24,Daily Monitoring Snapshot - 2026-05-24,Daily Monitoring Snapshot - 2026-05-24,World_Machine,Reports/Daily/Monitoring/2026-05-24 Daily Monitoring Snapshot.md,obsidian://open?vault=World_Machine&file=Reports%2FDaily%2FMonitoring%2F2026-05-24%20Daily%20Monitoring%20Snapshot.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Daily\Monitoring\2026-05-24 Daily Monitoring Snapshot.md,World_Machine,Reports,evidenceartifact,Reports,Daily,,,,,,world-machine-review;monitoring_snapshot;daily,,,,,,,,,2026-06-01,,,,,,,,World Machine Review Flow,,monitoring_snapshot,2026-05-24,,,
world:evidenceartifact:2026-05-25-09-45,EvidenceArtifact,2026-05-25_09-45,2026-05-25_09-45,2026-05-25_09-45,World_Machine,Reports/System/run_summaries/2026-05-25_09-45.md,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-25_09-45.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-25_09-45.md,World_Machine,Reports,evidenceartifact,Reports,System,,,,,,,,,,,,,,2026-05-25,2026-06-01,,,,,,,,,,run_summary,,,,
world:evidenceartifact:2026-05-25-12-30,EvidenceArtifact,2026-05-25_12-30,2026-05-25_12-30,2026-05-25_12-30,World_Machine,Reports/System/run_summaries/2026-05-25_12-30.md,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-25_12-30.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-25_12-30.md,World_Machine,Reports,evidenceartifact,Reports,System,,,,,,,,,,,,,,2026-05-25,2026-06-01,,,,,,,,,,run_summary,,,,
world:evidenceartifact:2026-05-25-daily-briefing,EvidenceArtifact,Daily Briefing - 2026-05-25,Daily Briefing - 2026-05-25,Daily Briefing - 2026-05-25,World_Machine,Reports/Daily/Briefings/2026-05-25 Daily Briefing.md,obsidian://open?vault=World_Machine&file=Reports%2FDaily%2FBriefings%2F2026-05-25%20Daily%20Briefing.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Daily\Briefings\2026-05-25 Daily Briefing.md,World_Machine,Reports,evidenceartifact,Reports,Daily,,,,,,world-machine-review;briefing;daily,,,,,,,,,2026-06-01,,,,,,,,World Machine Review Flow,,briefing,2026-05-25,,,
world:evidenceartifact:2026-05-25-daily-monitoring-snapshot,EvidenceArtifact,Daily Monitoring Snapshot - 2026-05-25,Daily Monitoring Snapshot - 2026-05-25,Daily Monitoring Snapshot - 2026-05-25,World_Machine,Reports/Daily/Monitoring/2026-05-25 Daily Monitoring Snapshot.md,obsidian://open?vault=World_Machine&file=Reports%2FDaily%2FMonitoring%2F2026-05-25%20Daily%20Monitoring%20Snapshot.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Daily\Monitoring\2026-05-25 Daily Monitoring Snapshot.md,World_Machine,Reports,evidenceartifact,Reports,Daily,,,,,,world-machine-review;monitoring_snapshot;daily,,,,,,,,,2026-06-01,,,,,,,,World Machine Review Flow,,monitoring_snapshot,2026-05-25,,,
world:evidenceartifact:2026-05-25-end-of-day-briefing,EvidenceArtifact,End Of Day Briefing - 2026-05-25,End Of Day Briefing - 2026-05-25,End Of Day Briefing - 2026-05-25,World_Machine,Reports/EOD/Briefings/2026-05-25 End Of Day Briefing.md,obsidian://open?vault=World_Machine&file=Reports%2FEOD%2FBriefings%2F2026-05-25%20End%20Of%20Day%20Briefing.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\EOD\Briefings\2026-05-25 End Of Day Briefing.md,World_Machine,Reports,evidenceartifact,Reports,EOD,,,,,,world-machine-review;briefing;endofday,,,,,,,,,2026-06-01,,,,,,,,World Machine Review Flow,,briefing,2026-05-25,,,
world:evidenceartifact:2026-05-25-end-of-day-monitoring-snapshot,EvidenceArtifact,End Of Day Monitoring Snapshot - 2026-05-25,End Of Day Monitoring Snapshot - 2026-05-25,End Of Day Monitoring Snapshot - 2026-05-25,World_Machine,Reports/EOD/Monitoring/2026-05-25 End Of Day Monitoring Snapshot.md,obsidian://open?vault=World_Machine&file=Reports%2FEOD%2FMonitoring%2F2026-05-25%20End%20Of%20Day%20Monitoring%20Snapshot.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\EOD\Monitoring\2026-05-25 End Of Day Monitoring Snapshot.md,World_Machine,Reports,evidenceartifact,Reports,EOD,,,,,,world-machine-review;monitoring_snapshot;endofday,,,,,,,,,2026-06-01,,,,,,,,World Machine Review Flow,,monitoring_snapshot,2026-05-25,,,
world:evidenceartifact:2026-05-25-midday-monitoring-snapshot,EvidenceArtifact,Midday Monitoring Snapshot - 2026-05-25,Midday Monitoring Snapshot - 2026-05-25,Midday Monitoring Snapshot - 2026-05-25,World_Machine,Reports/Midday/Monitoring/2026-05-25 Midday Monitoring Snapshot.md,obsidian://open?vault=World_Machine&file=Reports%2FMidday%2FMonitoring%2F2026-05-25%20Midday%20Monitoring%20Snapshot.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Midday\Monitoring\2026-05-25 Midday Monitoring Snapshot.md,World_Machine,Reports,evidenceartifact,Reports,Midday,,,,,,world-machine-review;monitoring_snapshot;midday,,,,,,,,,2026-06-01,,,,,,,,World Machine Review Flow,,monitoring_snapshot,2026-05-25,,,
world:evidenceartifact:2026-05-25-preclose-monitoring-snapshot,EvidenceArtifact,Preclose Monitoring Snapshot - 2026-05-25,Preclose Monitoring Snapshot - 2026-05-25,Preclose Monitoring Snapshot - 2026-05-25,World_Machine,Reports/Preclose/Monitoring/2026-05-25 Preclose Monitoring Snapshot.md,obsidian://open?vault=World_Machine&file=Reports%2FPreclose%2FMonitoring%2F2026-05-25%20Preclose%20Monitoring%20Snapshot.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Preclose\Monitoring\2026-05-25 Preclose Monitoring Snapshot.md,World_Machine,Reports,evidenceartifact,Reports,Preclose,,,,,,world-machine-review;monitoring_snapshot;preclose,,,,,,,,,2026-06-01,,,,,,,,World Machine Review Flow,,monitoring_snapshot,2026-05-25,,,
world:evidenceartifact:2026-05-25-premarket-monitoring-snapshot,EvidenceArtifact,Premarket Monitoring Snapshot - 2026-05-25,Premarket Monitoring Snapshot - 2026-05-25,Premarket Monitoring Snapshot - 2026-05-25,World_Machine,Reports/Premarket/Monitoring/2026-05-25 Premarket Monitoring Snapshot.md,obsidian://open?vault=World_Machine&file=Reports%2FPremarket%2FMonitoring%2F2026-05-25%20Premarket%20Monitoring%20Snapshot.md,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Premarket\Monitoring\2026-05-25 Premarket Monitoring Snapshot.md,World_Machine,Reports,evidenceartifact,Reports,Premarket,,,,,,world-machine-review;monitoring_snapshot;premarket,,,,,,,,,2026-06-01,,,,,,,,World Machine Review Flow,,monitoring_snapshot,2026-05-25,,,
