id,labels,name,canonicalName,label,vault,relativePath,obsidianUrl,sourcePath,sourceVault,sourceFolder,nodeType,domain,subdomain,assetClass,sector,industry,country,jurisdiction,tags,status,signalStatus,confidence,conviction,timeframe,frequency,lastUpdated,date,asOfDate,ticker,exchange,symbol,currency,instrumentType,currentValue,trend,source,provider,dataType,datePulled,freshnessDate,summary,url
mydata:thesis:consumer-discretionary-sector-basket,Thesis,Consumer Discretionary Sector Basket,Consumer Discretionary Sector Basket,Consumer Discretionary Sector Basket,My_Data,10_Theses/Baskets/Consumer Discretionary Sector Basket.md,obsidian://open?vault=My_Data&file=10_Theses%2FBaskets%2FConsumer%20Discretionary%20Sector%20Basket.md,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\10_Theses\Baskets\Consumer Discretionary Sector Basket.md,My_Data,10_Theses,thesis,Theses,Baskets,,,,,,thesis;sector;consumer-discretionary,Active,,,medium,medium,,,,2026-06-01,,,,,,,,,,,,,,
mydata:thesis:consumer-staples-sector-basket,Thesis,Consumer Staples Sector Basket,Consumer Staples Sector Basket,Consumer Staples Sector Basket,My_Data,10_Theses/Baskets/Consumer Staples Sector Basket.md,obsidian://open?vault=My_Data&file=10_Theses%2FBaskets%2FConsumer%20Staples%20Sector%20Basket.md,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\10_Theses\Baskets\Consumer Staples Sector Basket.md,My_Data,10_Theses,thesis,Theses,Baskets,,,,,,thesis;sector;consumer-staples,Active,,,medium,medium,,,,2026-06-01,,,,,,,,,,,,,,
mydata:thesis:dalio-style-all-weather-hard-assets,Thesis,Dalio Style All-Weather Hard Assets,Dalio Style All-Weather Hard Assets,Dalio Style All-Weather Hard Assets,My_Data,10_Theses/Baskets/Dalio Style All-Weather Hard Assets.md,obsidian://open?vault=My_Data&file=10_Theses%2FBaskets%2FDalio%20Style%20All-Weather%20Hard%20Assets.md,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\10_Theses\Baskets\Dalio Style All-Weather Hard Assets.md,My_Data,10_Theses,thesis,Theses,Baskets,,,,,,thesis;strategy;dalio;hard-assets;macro,Active,,,medium,long,,,,2026-06-01,,,,,,,,,,,,,,
mydata:thesis:defense-ai-autonomous-warfare,Thesis,Defense AI & Autonomous Warfare,Defense AI & Autonomous Warfare,Defense AI & Autonomous Warfare,My_Data,10_Theses/Defense AI Autonomous Warfare.md,obsidian://open?vault=My_Data&file=10_Theses%2FDefense%20AI%20Autonomous%20Warfare.md,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\10_Theses\Defense AI Autonomous Warfare.md,My_Data,10_Theses,thesis,Theses,Defense AI Autonomous Warfare.md,,,,,,thesis;defense;ai;autonomous-warfare;c2;government,Active,,,high,long,,,,2026-06-01,,,,,,,,,,,,,,
mydata:thesis:dollar-debasement-hard-money,Thesis,Dollar Debasement & Hard Money,Dollar Debasement & Hard Money,Dollar Debasement & Hard Money,My_Data,10_Theses/Dollar Debasement Hard Money.md,obsidian://open?vault=My_Data&file=10_Theses%2FDollar%20Debasement%20Hard%20Money.md,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\10_Theses\Dollar Debasement Hard Money.md,My_Data,10_Theses,thesis,Theses,Dollar Debasement Hard Money.md,,,,,,thesis;macro;gold;bitcoin;inflation;fiscal;hard-money,Active,,,medium,long,,,,2026-06-01,,,,,,,,,,,,,,
mydata:thesis:drone-autonomous-systems-revolution,Thesis,Drone & Autonomous Systems Revolution,Drone & Autonomous Systems Revolution,Drone & Autonomous Systems Revolution,My_Data,10_Theses/Drone Autonomous Systems Revolution.md,obsidian://open?vault=My_Data&file=10_Theses%2FDrone%20Autonomous%20Systems%20Revolution.md,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\10_Theses\Drone Autonomous Systems Revolution.md,My_Data,10_Theses,thesis,Theses,Drone Autonomous Systems Revolution.md,,,,,,thesis;defense;drones;evtol;autonomous,Active,,,high,long,,,,2026-06-01,,,,,,,,,,,,,,
mydata:thesis:druckenmiller-style-secular-trend-leaders,Thesis,Druckenmiller Style Secular Trend Leaders,Druckenmiller Style Secular Trend Leaders,Druckenmiller Style Secular Trend Leaders,My_Data,10_Theses/Baskets/Druckenmiller Style Secular Trend Leaders.md,obsidian://open?vault=My_Data&file=10_Theses%2FBaskets%2FDruckenmiller%20Style%20Secular%20Trend%20Leaders.md,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\10_Theses\Baskets\Druckenmiller Style Secular Trend Leaders.md,My_Data,10_Theses,thesis,Theses,Baskets,,,,,,thesis;strategy;druckenmiller;momentum;secular,Active,,,medium,medium,,,,2026-06-01,,,,,,,,,,,,,,
mydata:thesis:energy-sector-basket,Thesis,Energy Sector Basket,Energy Sector Basket,Energy Sector Basket,My_Data,10_Theses/Baskets/Energy Sector Basket.md,obsidian://open?vault=My_Data&file=10_Theses%2FBaskets%2FEnergy%20Sector%20Basket.md,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\10_Theses\Baskets\Energy Sector Basket.md,My_Data,10_Theses,thesis,Theses,Baskets,,,,,,thesis;sector;energy,Active,,,medium,medium,,,,2026-06-01,,,,,,,,,,,,,,
mydata:thesis:financials-sector-basket,Thesis,Financials Sector Basket,Financials Sector Basket,Financials Sector Basket,My_Data,10_Theses/Baskets/Financials Sector Basket.md,obsidian://open?vault=My_Data&file=10_Theses%2FBaskets%2FFinancials%20Sector%20Basket.md,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\10_Theses\Baskets\Financials Sector Basket.md,My_Data,10_Theses,thesis,Theses,Baskets,,,,,,thesis;sector;financials,Active,,,medium,medium,,,,2026-06-01,,,,,,,,,,,,,,
mydata:thesis:fiscal-scarcity-rearmament,Thesis,Fiscal Scarcity Rearmament,Fiscal Scarcity Rearmament,Fiscal Scarcity Rearmament,My_Data,10_Theses/Fiscal Scarcity Rearmament.md,obsidian://open?vault=My_Data&file=10_Theses%2FFiscal%20Scarcity%20Rearmament.md,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\10_Theses\Fiscal Scarcity Rearmament.md,My_Data,10_Theses,thesis,Theses,Fiscal Scarcity Rearmament.md,,,,,,thesis;bridge;macro;housing;defense;hard-money,Active,,,medium,medium,,,,2026-06-01,,,,,,,,,,,,,,
mydata:thesis:gene-editing-crispr-therapeutics,Thesis,Gene Editing & CRISPR Therapeutics,Gene Editing & CRISPR Therapeutics,Gene Editing & CRISPR Therapeutics,My_Data,10_Theses/Gene Editing CRISPR Therapeutics.md,obsidian://open?vault=My_Data&file=10_Theses%2FGene%20Editing%20CRISPR%20Therapeutics.md,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\10_Theses\Gene Editing CRISPR Therapeutics.md,My_Data,10_Theses,thesis,Theses,Gene Editing CRISPR Therapeutics.md,,,,,,thesis;biotech;gene-editing;crispr;rare-disease;genomics,Active,,,high,long,,,,2026-06-01,,,,,,,,,,,,,,
mydata:thesis:glp-1-metabolic-disease-revolution,Thesis,GLP-1 Metabolic Disease Revolution,GLP-1 Metabolic Disease Revolution,GLP-1 Metabolic Disease Revolution,My_Data,10_Theses/GLP-1 Metabolic Disease Revolution.md,obsidian://open?vault=My_Data&file=10_Theses%2FGLP-1%20Metabolic%20Disease%20Revolution.md,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\10_Theses\GLP-1 Metabolic Disease Revolution.md,My_Data,10_Theses,thesis,Theses,GLP-1 Metabolic Disease Revolution.md,,,,,,thesis;biotech;pharma;glp1;metabolic;obesity;diabetes,Active,,,high,long,,,,2026-06-01,,,,,,,,,,,,,,
mydata:thesis:graham-style-deep-value-re-rating,Thesis,Graham Style Deep Value Re-Rating,Graham Style Deep Value Re-Rating,Graham Style Deep Value Re-Rating,My_Data,10_Theses/Baskets/Graham Style Deep Value Re-Rating.md,obsidian://open?vault=My_Data&file=10_Theses%2FBaskets%2FGraham%20Style%20Deep%20Value%20Re-Rating.md,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\10_Theses\Baskets\Graham Style Deep Value Re-Rating.md,My_Data,10_Theses,thesis,Theses,Baskets,,,,,,thesis;strategy;graham;value,Active,,,medium,medium,,,,2026-06-01,,,,,,,,,,,,,,
mydata:thesis:grid-equipment-bottleneck,Thesis,Grid Equipment Bottleneck,Grid Equipment Bottleneck,Grid Equipment Bottleneck,My_Data,10_Theses/Grid Equipment Bottleneck.md,obsidian://open?vault=My_Data&file=10_Theses%2FGrid%20Equipment%20Bottleneck.md,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\10_Theses\Grid Equipment Bottleneck.md,My_Data,10_Theses,thesis,Theses,Grid Equipment Bottleneck.md,,,,,,thesis;grid-equipment;electrification;power;industrials;ai-infrastructure,Active,,,medium,medium,,,,2026-06-01,,,,,,,,,,,,,,
mydata:thesis:grid-scale-battery-storage,Thesis,Grid-Scale Battery Storage,Grid-Scale Battery Storage,Grid-Scale Battery Storage,My_Data,10_Theses/Grid-Scale Battery Storage.md,obsidian://open?vault=My_Data&file=10_Theses%2FGrid-Scale%20Battery%20Storage.md,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\10_Theses\Grid-Scale Battery Storage.md,My_Data,10_Theses,thesis,Theses,Grid-Scale Battery Storage.md,,,,,,thesis;energy;storage;battery;grid;clean-energy;ira,Active,,,medium,medium,,,,2026-06-01,,,,,,,,,,,,,,
mydata:thesis:healthcare-sector-basket,Thesis,Healthcare Sector Basket,Healthcare Sector Basket,Healthcare Sector Basket,My_Data,10_Theses/Baskets/Healthcare Sector Basket.md,obsidian://open?vault=My_Data&file=10_Theses%2FBaskets%2FHealthcare%20Sector%20Basket.md,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\10_Theses\Baskets\Healthcare Sector Basket.md,My_Data,10_Theses,thesis,Theses,Baskets,,,,,,thesis;sector;healthcare,Active,,,medium,medium,,,,2026-06-01,,,,,,,,,,,,,,
mydata:thesis:housing-supply-correction,Thesis,Housing Supply Correction,Housing Supply Correction,Housing Supply Correction,My_Data,10_Theses/Housing Supply Correction.md,obsidian://open?vault=My_Data&file=10_Theses%2FHousing%20Supply%20Correction.md,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\10_Theses\Housing Supply Correction.md,My_Data,10_Theses,thesis,Theses,Housing Supply Correction.md,,,,,,thesis;housing;real-estate;homebuilders;macro;rates,Active,,,high,medium,,,,2026-06-01,,,,,,,,,,,,,,
mydata:thesis:humanoid-robotics,Thesis,Humanoid Robotics,Humanoid Robotics,Humanoid Robotics,My_Data,10_Theses/Humanoid Robotics.md,obsidian://open?vault=My_Data&file=10_Theses%2FHumanoid%20Robotics.md,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\10_Theses\Humanoid Robotics.md,My_Data,10_Theses,thesis,Theses,Humanoid Robotics.md,,,,,,thesis;robotics;humanoid;ai;manufacturing;automation;tsla,Active,,,medium,long,,,,2026-06-01,,,,,,,,,,,,,,
mydata:thesis:hypersonic-weapons-advanced-defense,Thesis,Hypersonic Weapons & Advanced Defense Systems,Hypersonic Weapons & Advanced Defense Systems,Hypersonic Weapons & Advanced Defense Systems,My_Data,10_Theses/Hypersonic Weapons Advanced Defense.md,obsidian://open?vault=My_Data&file=10_Theses%2FHypersonic%20Weapons%20Advanced%20Defense.md,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\10_Theses\Hypersonic Weapons Advanced Defense.md,My_Data,10_Theses,thesis,Theses,Hypersonic Weapons Advanced Defense.md,,,,,,thesis;defense;hypersonics;weapons;aerospace;missiles,Active,,,medium,long,,,,2026-06-01,,,,,,,,,,,,,,
mydata:thesis:industrials-sector-basket,Thesis,Industrials Sector Basket,Industrials Sector Basket,Industrials Sector Basket,My_Data,10_Theses/Baskets/Industrials Sector Basket.md,obsidian://open?vault=My_Data&file=10_Theses%2FBaskets%2FIndustrials%20Sector%20Basket.md,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\10_Theses\Baskets\Industrials Sector Basket.md,My_Data,10_Theses,thesis,Theses,Baskets,,,,,,thesis;sector;industrials,Active,,,medium,medium,,,,2026-06-01,,,,,,,,,,,,,,
mydata:thesis:longevity-aging-biology,Thesis,Longevity & Aging Biology,Longevity & Aging Biology,Longevity & Aging Biology,My_Data,10_Theses/Longevity Aging Biology.md,obsidian://open?vault=My_Data&file=10_Theses%2FLongevity%20Aging%20Biology.md,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\10_Theses\Longevity Aging Biology.md,My_Data,10_Theses,thesis,Theses,Longevity Aging Biology.md,,,,,,thesis;longevity;aging;biotech;pre-commercial;venture,Active,,,low,long,,,,2026-06-01,,,,,,,,,,,,,,
mydata:thesis:lynch-style-garp-leaders,Thesis,Lynch Style GARP Leaders,Lynch Style GARP Leaders,Lynch Style GARP Leaders,My_Data,10_Theses/Baskets/Lynch Style GARP Leaders.md,obsidian://open?vault=My_Data&file=10_Theses%2FBaskets%2FLynch%20Style%20GARP%20Leaders.md,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\10_Theses\Baskets\Lynch Style GARP Leaders.md,My_Data,10_Theses,thesis,Theses,Baskets,,,,,,thesis;strategy;lynch;garp,Active,,,medium,medium,,,,2026-06-01,,,,,,,,,,,,,,
mydata:thesis:materials-sector-basket,Thesis,Materials Sector Basket,Materials Sector Basket,Materials Sector Basket,My_Data,10_Theses/Baskets/Materials Sector Basket.md,obsidian://open?vault=My_Data&file=10_Theses%2FBaskets%2FMaterials%20Sector%20Basket.md,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\10_Theses\Baskets\Materials Sector Basket.md,My_Data,10_Theses,thesis,Theses,Baskets,,,,,,thesis;sector;materials,Active,,,medium,medium,,,,2026-06-01,,,,,,,,,,,,,,
mydata:thesis:nuclear-renaissance-smrs,Thesis,Nuclear Renaissance & Small Modular Reactors,Nuclear Renaissance & Small Modular Reactors,Nuclear Renaissance & Small Modular Reactors,My_Data,10_Theses/Nuclear Renaissance SMRs.md,obsidian://open?vault=My_Data&file=10_Theses%2FNuclear%20Renaissance%20SMRs.md,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\10_Theses\Nuclear Renaissance SMRs.md,My_Data,10_Theses,thesis,Theses,Nuclear Renaissance SMRs.md,,,,,,thesis;energy;nuclear;smr;infrastructure;uranium;ai-power,Active,,,high,long,,,,2026-06-01,,,,,,,,,,,,,,
mydata:thesis:psychedelic-mental-health-revolution,Thesis,Psychedelic Mental Health Revolution,Psychedelic Mental Health Revolution,Psychedelic Mental Health Revolution,My_Data,10_Theses/Psychedelic Mental Health Revolution.md,obsidian://open?vault=My_Data&file=10_Theses%2FPsychedelic%20Mental%20Health%20Revolution.md,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\10_Theses\Psychedelic Mental Health Revolution.md,My_Data,10_Theses,thesis,Theses,Psychedelic Mental Health Revolution.md,,,,,,thesis;biotech;psychedelics,Active,,,medium,long,,,,2026-06-01,,,,,,,,,,,,,,
mydata:thesis:quantum-computing,Thesis,Quantum Computing,Quantum Computing,Quantum Computing,My_Data,10_Theses/Quantum Computing.md,obsidian://open?vault=My_Data&file=10_Theses%2FQuantum%20Computing.md,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\10_Theses\Quantum Computing.md,My_Data,10_Theses,thesis,Theses,Quantum Computing.md,,,,,,thesis;quantum;computing;technology;deep-tech;long-dated,Active,,,medium,long,,,,2026-06-01,,,,,,,,,,,,,,
mydata:thesis:real-estate-sector-basket,Thesis,Real Estate Sector Basket,Real Estate Sector Basket,Real Estate Sector Basket,My_Data,10_Theses/Baskets/Real Estate Sector Basket.md,obsidian://open?vault=My_Data&file=10_Theses%2FBaskets%2FReal%20Estate%20Sector%20Basket.md,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\10_Theses\Baskets\Real Estate Sector Basket.md,My_Data,10_Theses,thesis,Theses,Baskets,,,,,,thesis;sector;real-estate,Active,,,medium,medium,,,,2026-06-01,,,,,,,,,,,,,,
mydata:thesis:semiconductor-sovereignty-chips-act,Thesis,Semiconductor Sovereignty & CHIPS Act,Semiconductor Sovereignty & CHIPS Act,Semiconductor Sovereignty & CHIPS Act,My_Data,10_Theses/Semiconductor Sovereignty CHIPS Act.md,obsidian://open?vault=My_Data&file=10_Theses%2FSemiconductor%20Sovereignty%20CHIPS%20Act.md,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\10_Theses\Semiconductor Sovereignty CHIPS Act.md,My_Data,10_Theses,thesis,Theses,Semiconductor Sovereignty CHIPS Act.md,,,,,,thesis;semiconductors;chips;manufacturing;supply-chain;ai-infrastructure,Active,,,high,long,,,,2026-06-01,,,,,,,,,,,,,,
mydata:thesis:simons-style-quant-momentum-breadth,Thesis,Simons Style Quant Momentum Breadth,Simons Style Quant Momentum Breadth,Simons Style Quant Momentum Breadth,My_Data,10_Theses/Baskets/Simons Style Quant Momentum Breadth.md,obsidian://open?vault=My_Data&file=10_Theses%2FBaskets%2FSimons%20Style%20Quant%20Momentum%20Breadth.md,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\10_Theses\Baskets\Simons Style Quant Momentum Breadth.md,My_Data,10_Theses,thesis,Theses,Baskets,,,,,,thesis;strategy;simons;quant;momentum,Active,,,medium,short,,,,2026-06-01,,,,,,,,,,,,,,
mydata:thesis:space-domain-awareness,Thesis,Space Domain Awareness & Commercial Space,Space Domain Awareness & Commercial Space,Space Domain Awareness & Commercial Space,My_Data,10_Theses/Space Domain Awareness.md,obsidian://open?vault=My_Data&file=10_Theses%2FSpace%20Domain%20Awareness.md,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\10_Theses\Space Domain Awareness.md,My_Data,10_Theses,thesis,Theses,Space Domain Awareness.md,,,,,,thesis;space;defense;satellites;leo;space-force;isr,Active,,,medium,long,,,,2026-06-01,,,,,,,,,,,,,,
mydata:thesis:spy-qqq-entropy-expansion-monitor,Thesis,SPY QQQ Entropy Expansion Monitor,SPY QQQ Entropy Expansion Monitor,SPY QQQ Entropy Expansion Monitor,My_Data,10_Theses/Baskets/SPY QQQ Entropy Expansion Monitor.md,obsidian://open?vault=My_Data&file=10_Theses%2FBaskets%2FSPY%20QQQ%20Entropy%20Expansion%20Monitor.md,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\10_Theses\Baskets\SPY QQQ Entropy Expansion Monitor.md,My_Data,10_Theses,thesis,Theses,Baskets,,,,,,thesis;strategy;entropy-monitor,Active,,,low,intraday,,,,2026-06-01,,,,,,,,,,,,,,
mydata:thesis:tech-sector-basket,Thesis,Tech Sector Basket,Tech Sector Basket,Tech Sector Basket,My_Data,10_Theses/Baskets/Tech Sector Basket.md,obsidian://open?vault=My_Data&file=10_Theses%2FBaskets%2FTech%20Sector%20Basket.md,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\10_Theses\Baskets\Tech Sector Basket.md,My_Data,10_Theses,thesis,Theses,Baskets,,,,,,thesis;sector;tech,Active,,,medium,medium,,,,2026-06-01,,,,,,,,,,,,,,
mydata:thesis:utilities-sector-basket,Thesis,Utilities Sector Basket,Utilities Sector Basket,Utilities Sector Basket,My_Data,10_Theses/Baskets/Utilities Sector Basket.md,obsidian://open?vault=My_Data&file=10_Theses%2FBaskets%2FUtilities%20Sector%20Basket.md,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\10_Theses\Baskets\Utilities Sector Basket.md,My_Data,10_Theses,thesis,Theses,Baskets,,,,,,thesis;sector;utilities,Active,,,medium,medium,,,,2026-06-01,,,,,,,,,,,,,,
