id:ID,asOfDate,canonicalName,dataType,date,datePulled,domain,label,lastUpdated,name,nodeType,obsidianUrl,relativePath,signalStatus,source,sourceFolder,sourcePath,sourceVault,source_folder,source_path,source_rel_path,source_url,source_vault,status,subdomain,summary,tags,vault,:LABEL
world:evidenceartifact:2026-05-16-eod-digest,2026-06-01,2026-05-16_EOD_Digest,eod_digest,2026-05-16,,Reports,2026-05-16_EOD_Digest,,2026-05-16_EOD_Digest,evidenceartifact,obsidian://open?vault=World_Machine&file=Reports%2FEOD%2FBriefings%2F2026-05-16_EOD_Digest.md,Reports/EOD/Briefings/2026-05-16_EOD_Digest.md,,,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\EOD\Briefings\2026-05-16_EOD_Digest.md,World_Machine,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\EOD\Briefings\2026-05-16_EOD_Digest.md,Reports/EOD/Briefings/2026-05-16_EOD_Digest.md,obsidian://open?vault=World_Machine&file=Reports%2FEOD%2FBriefings%2F2026-05-16_EOD_Digest.md,World_Machine,,EOD,,[],World_Machine,EvidenceArtifact
world:evidenceartifact:2026-05-18-09-45,2026-06-01,2026-05-18_09-45,run_summary,2026-05-18,,Reports,2026-05-18_09-45,,2026-05-18_09-45,evidenceartifact,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-18_09-45.md,Reports/System/run_summaries/2026-05-18_09-45.md,,,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-18_09-45.md,World_Machine,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-18_09-45.md,Reports/System/run_summaries/2026-05-18_09-45.md,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-18_09-45.md,World_Machine,,System,,[],World_Machine,EvidenceArtifact
world:evidenceartifact:2026-05-18-12-30,2026-06-01,2026-05-18_12-30,run_summary,2026-05-18,,Reports,2026-05-18_12-30,,2026-05-18_12-30,evidenceartifact,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-18_12-30.md,Reports/System/run_summaries/2026-05-18_12-30.md,,,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-18_12-30.md,World_Machine,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-18_12-30.md,Reports/System/run_summaries/2026-05-18_12-30.md,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-18_12-30.md,World_Machine,,System,,[],World_Machine,EvidenceArtifact
world:evidenceartifact:2026-05-18-midday-monitoring-snapshot,2026-06-01,Midday Monitoring Snapshot - 2026-05-18,monitoring_snapshot,,2026-05-18,Reports,Midday Monitoring Snapshot - 2026-05-18,,Midday Monitoring Snapshot - 2026-05-18,evidenceartifact,obsidian://open?vault=World_Machine&file=Reports%2FMidday%2FMonitoring%2F2026-05-18%20Midday%20Monitoring%20Snapshot.md,Reports/Midday/Monitoring/2026-05-18 Midday Monitoring Snapshot.md,,World Machine Review Flow,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Midday\Monitoring\2026-05-18 Midday Monitoring Snapshot.md,World_Machine,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Midday\Monitoring\2026-05-18 Midday Monitoring Snapshot.md,Reports/Midday/Monitoring/2026-05-18 Midday Monitoring Snapshot.md,obsidian://open?vault=World_Machine&file=Reports%2FMidday%2FMonitoring%2F2026-05-18%20Midday%20Monitoring%20Snapshot.md,World_Machine,,Midday,,"[""world-machine-review"",""monitoring_snapshot"",""midday""]",World_Machine,EvidenceArtifact
world:evidenceartifact:2026-05-19-09-57,2026-06-01,2026-05-19_09-57,run_summary,2026-05-19,,Reports,2026-05-19_09-57,,2026-05-19_09-57,evidenceartifact,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-19_09-57.md,Reports/System/run_summaries/2026-05-19_09-57.md,,,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-19_09-57.md,World_Machine,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-19_09-57.md,Reports/System/run_summaries/2026-05-19_09-57.md,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-19_09-57.md,World_Machine,,System,,[],World_Machine,EvidenceArtifact
world:evidenceartifact:2026-05-19-12-30,2026-06-01,2026-05-19_12-30,run_summary,2026-05-19,,Reports,2026-05-19_12-30,,2026-05-19_12-30,evidenceartifact,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-19_12-30.md,Reports/System/run_summaries/2026-05-19_12-30.md,,,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-19_12-30.md,World_Machine,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-19_12-30.md,Reports/System/run_summaries/2026-05-19_12-30.md,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-19_12-30.md,World_Machine,,System,,[],World_Machine,EvidenceArtifact
world:evidenceartifact:2026-05-19-midday-monitoring-snapshot,2026-06-01,Midday Monitoring Snapshot - 2026-05-19,monitoring_snapshot,,2026-05-19,Reports,Midday Monitoring Snapshot - 2026-05-19,,Midday Monitoring Snapshot - 2026-05-19,evidenceartifact,obsidian://open?vault=World_Machine&file=Reports%2FMidday%2FMonitoring%2F2026-05-19%20Midday%20Monitoring%20Snapshot.md,Reports/Midday/Monitoring/2026-05-19 Midday Monitoring Snapshot.md,,World Machine Review Flow,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Midday\Monitoring\2026-05-19 Midday Monitoring Snapshot.md,World_Machine,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Midday\Monitoring\2026-05-19 Midday Monitoring Snapshot.md,Reports/Midday/Monitoring/2026-05-19 Midday Monitoring Snapshot.md,obsidian://open?vault=World_Machine&file=Reports%2FMidday%2FMonitoring%2F2026-05-19%20Midday%20Monitoring%20Snapshot.md,World_Machine,,Midday,,"[""world-machine-review"",""monitoring_snapshot"",""midday""]",World_Machine,EvidenceArtifact
world:evidenceartifact:2026-05-20-09-45,2026-06-01,2026-05-20_09-45,run_summary,2026-05-20,,Reports,2026-05-20_09-45,,2026-05-20_09-45,evidenceartifact,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-20_09-45.md,Reports/System/run_summaries/2026-05-20_09-45.md,,,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-20_09-45.md,World_Machine,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-20_09-45.md,Reports/System/run_summaries/2026-05-20_09-45.md,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-20_09-45.md,World_Machine,,System,,[],World_Machine,EvidenceArtifact
world:evidenceartifact:2026-05-20-12-30,2026-06-01,2026-05-20_12-30,run_summary,2026-05-20,,Reports,2026-05-20_12-30,,2026-05-20_12-30,evidenceartifact,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-20_12-30.md,Reports/System/run_summaries/2026-05-20_12-30.md,,,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-20_12-30.md,World_Machine,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-20_12-30.md,Reports/System/run_summaries/2026-05-20_12-30.md,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-20_12-30.md,World_Machine,,System,,[],World_Machine,EvidenceArtifact
world:evidenceartifact:2026-05-20-midday-monitoring-snapshot,2026-06-01,Midday Monitoring Snapshot - 2026-05-20,monitoring_snapshot,,2026-05-20,Reports,Midday Monitoring Snapshot - 2026-05-20,,Midday Monitoring Snapshot - 2026-05-20,evidenceartifact,obsidian://open?vault=World_Machine&file=Reports%2FMidday%2FMonitoring%2F2026-05-20%20Midday%20Monitoring%20Snapshot.md,Reports/Midday/Monitoring/2026-05-20 Midday Monitoring Snapshot.md,,World Machine Review Flow,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Midday\Monitoring\2026-05-20 Midday Monitoring Snapshot.md,World_Machine,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Midday\Monitoring\2026-05-20 Midday Monitoring Snapshot.md,Reports/Midday/Monitoring/2026-05-20 Midday Monitoring Snapshot.md,obsidian://open?vault=World_Machine&file=Reports%2FMidday%2FMonitoring%2F2026-05-20%20Midday%20Monitoring%20Snapshot.md,World_Machine,,Midday,,"[""world-machine-review"",""monitoring_snapshot"",""midday""]",World_Machine,EvidenceArtifact
world:evidenceartifact:2026-05-21-09-45,2026-06-01,2026-05-21_09-45,run_summary,2026-05-21,,Reports,2026-05-21_09-45,,2026-05-21_09-45,evidenceartifact,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-21_09-45.md,Reports/System/run_summaries/2026-05-21_09-45.md,,,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-21_09-45.md,World_Machine,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-21_09-45.md,Reports/System/run_summaries/2026-05-21_09-45.md,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-21_09-45.md,World_Machine,,System,,[],World_Machine,EvidenceArtifact
world:evidenceartifact:2026-05-21-12-30,2026-06-01,2026-05-21_12-30,run_summary,2026-05-21,,Reports,2026-05-21_12-30,,2026-05-21_12-30,evidenceartifact,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-21_12-30.md,Reports/System/run_summaries/2026-05-21_12-30.md,,,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-21_12-30.md,World_Machine,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-21_12-30.md,Reports/System/run_summaries/2026-05-21_12-30.md,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-21_12-30.md,World_Machine,,System,,[],World_Machine,EvidenceArtifact
world:evidenceartifact:2026-05-21-midday-monitoring-snapshot,2026-06-01,Midday Monitoring Snapshot - 2026-05-21,monitoring_snapshot,,2026-05-21,Reports,Midday Monitoring Snapshot - 2026-05-21,,Midday Monitoring Snapshot - 2026-05-21,evidenceartifact,obsidian://open?vault=World_Machine&file=Reports%2FMidday%2FMonitoring%2F2026-05-21%20Midday%20Monitoring%20Snapshot.md,Reports/Midday/Monitoring/2026-05-21 Midday Monitoring Snapshot.md,,World Machine Review Flow,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Midday\Monitoring\2026-05-21 Midday Monitoring Snapshot.md,World_Machine,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Midday\Monitoring\2026-05-21 Midday Monitoring Snapshot.md,Reports/Midday/Monitoring/2026-05-21 Midday Monitoring Snapshot.md,obsidian://open?vault=World_Machine&file=Reports%2FMidday%2FMonitoring%2F2026-05-21%20Midday%20Monitoring%20Snapshot.md,World_Machine,,Midday,,"[""world-machine-review"",""monitoring_snapshot"",""midday""]",World_Machine,EvidenceArtifact
world:evidenceartifact:2026-05-22-09-45,2026-06-01,2026-05-22_09-45,run_summary,2026-05-22,,Reports,2026-05-22_09-45,,2026-05-22_09-45,evidenceartifact,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-22_09-45.md,Reports/System/run_summaries/2026-05-22_09-45.md,,,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-22_09-45.md,World_Machine,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-22_09-45.md,Reports/System/run_summaries/2026-05-22_09-45.md,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-22_09-45.md,World_Machine,,System,,[],World_Machine,EvidenceArtifact
world:evidenceartifact:2026-05-22-12-30,2026-06-01,2026-05-22_12-30,run_summary,2026-05-22,,Reports,2026-05-22_12-30,,2026-05-22_12-30,evidenceartifact,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-22_12-30.md,Reports/System/run_summaries/2026-05-22_12-30.md,,,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-22_12-30.md,World_Machine,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-22_12-30.md,Reports/System/run_summaries/2026-05-22_12-30.md,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-22_12-30.md,World_Machine,,System,,[],World_Machine,EvidenceArtifact
world:evidenceartifact:2026-05-22-midday-monitoring-snapshot,2026-06-01,Midday Monitoring Snapshot - 2026-05-22,monitoring_snapshot,,2026-05-22,Reports,Midday Monitoring Snapshot - 2026-05-22,,Midday Monitoring Snapshot - 2026-05-22,evidenceartifact,obsidian://open?vault=World_Machine&file=Reports%2FMidday%2FMonitoring%2F2026-05-22%20Midday%20Monitoring%20Snapshot.md,Reports/Midday/Monitoring/2026-05-22 Midday Monitoring Snapshot.md,,World Machine Review Flow,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Midday\Monitoring\2026-05-22 Midday Monitoring Snapshot.md,World_Machine,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Midday\Monitoring\2026-05-22 Midday Monitoring Snapshot.md,Reports/Midday/Monitoring/2026-05-22 Midday Monitoring Snapshot.md,obsidian://open?vault=World_Machine&file=Reports%2FMidday%2FMonitoring%2F2026-05-22%20Midday%20Monitoring%20Snapshot.md,World_Machine,,Midday,,"[""world-machine-review"",""monitoring_snapshot"",""midday""]",World_Machine,EvidenceArtifact
world:evidenceartifact:2026-05-24-daily-monitoring-snapshot,2026-06-01,Daily Monitoring Snapshot - 2026-05-24,monitoring_snapshot,,2026-05-24,Reports,Daily Monitoring Snapshot - 2026-05-24,,Daily Monitoring Snapshot - 2026-05-24,evidenceartifact,obsidian://open?vault=World_Machine&file=Reports%2FDaily%2FMonitoring%2F2026-05-24%20Daily%20Monitoring%20Snapshot.md,Reports/Daily/Monitoring/2026-05-24 Daily Monitoring Snapshot.md,,World Machine Review Flow,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Daily\Monitoring\2026-05-24 Daily Monitoring Snapshot.md,World_Machine,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\Daily\Monitoring\2026-05-24 Daily Monitoring Snapshot.md,Reports/Daily/Monitoring/2026-05-24 Daily Monitoring Snapshot.md,obsidian://open?vault=World_Machine&file=Reports%2FDaily%2FMonitoring%2F2026-05-24%20Daily%20Monitoring%20Snapshot.md,World_Machine,,Daily,,"[""world-machine-review"",""monitoring_snapshot"",""daily""]",World_Machine,EvidenceArtifact
world:evidenceartifact:2026-05-25-09-45,2026-06-01,2026-05-25_09-45,run_summary,2026-05-25,,Reports,2026-05-25_09-45,,2026-05-25_09-45,evidenceartifact,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-25_09-45.md,Reports/System/run_summaries/2026-05-25_09-45.md,,,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-25_09-45.md,World_Machine,Reports,C:\Users\CaveUser\Documents\Obsidian Vault\World_Machine\Reports\System\run_summaries\2026-05-25_09-45.md,Reports/System/run_summaries/2026-05-25_09-45.md,obsidian://open?vault=World_Machine&file=Reports%2FSystem%2Frun_summaries%2F2026-05-25_09-45.md,World_Machine,,System,,[],World_Machine,EvidenceArtifact
