id:ID,asOfDate,canonicalName,dataType,date,datePulled,domain,label,name,nodeType,obsidianUrl,relativePath,sector,signalStatus,source,sourceFolder,sourcePath,sourceVault,source_folder,source_path,source_rel_path,source_url,source_vault,subdomain,symbol,tags,ticker,vault,:LABEL
mydata:signal:2026-04-28-generation-gap-narrowing,2026-06-01,2026-04-28_GENERATION_GAP_NARROWING,,2026-04-28,,Signals,2026-04-28_GENERATION_GAP_NARROWING,2026-04-28_GENERATION_GAP_NARROWING,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-04-28_GENERATION_GAP_NARROWING.md,06_Signals/2026-04-28_GENERATION_GAP_NARROWING.md,,,,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-04-28_GENERATION_GAP_NARROWING.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-04-28_GENERATION_GAP_NARROWING.md,06_Signals/2026-04-28_GENERATION_GAP_NARROWING.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-04-28_GENERATION_GAP_NARROWING.md,My_Data,2026-04-28_GENERATION_GAP_NARROWING.md,,"[""signal"",""energy"",""alert""]",,My_Data,Signal
mydata:signal:2026-04-29-confirm-glp-1-metabolic-disease-revolution,2026-06-01,2026-04-29_CONFIRM_GLP_1_METABOLIC_DISEASE_REVOLUTION,,2026-04-29,,Signals,2026-04-29_CONFIRM_GLP_1_METABOLIC_DISEASE_REVOLUTION,2026-04-29_CONFIRM_GLP_1_METABOLIC_DISEASE_REVOLUTION,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-04-29_CONFIRM_GLP_1_METABOLIC_DISEASE_REVOLUTION.md,06_Signals/2026-04-29_CONFIRM_GLP_1_METABOLIC_DISEASE_REVOLUTION.md,Healthcare Sector Basket,,,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-04-29_CONFIRM_GLP_1_METABOLIC_DISEASE_REVOLUTION.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-04-29_CONFIRM_GLP_1_METABOLIC_DISEASE_REVOLUTION.md,06_Signals/2026-04-29_CONFIRM_GLP_1_METABOLIC_DISEASE_REVOLUTION.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-04-29_CONFIRM_GLP_1_METABOLIC_DISEASE_REVOLUTION.md,My_Data,2026-04-29_CONFIRM_GLP_1_METABOLIC_DISEASE_REVOLUTION.md,,"[""signal"",""sector-scan"",""confirm"",""glp-1-metabolic-disease-revolution""]",,My_Data,Signal
mydata:signal:2026-04-29-confirm-psychedelic-mental-health-revolution,2026-06-01,2026-04-29_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION,,2026-04-29,,Signals,2026-04-29_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION,2026-04-29_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-04-29_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION.md,06_Signals/2026-04-29_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION.md,Healthcare Sector Basket,,,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-04-29_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-04-29_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION.md,06_Signals/2026-04-29_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-04-29_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION.md,My_Data,2026-04-29_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION.md,,"[""signal"",""sector-scan"",""confirm"",""psychedelic-mental-health-revolution""]",,My_Data,Signal
mydata:signal:2026-04-29-convergence-housing-supply-correction-20260429,2026-06-01,2026-04-29_CONVERGENCE_HOUSING_SUPPLY_CORRECTION_20260429,,2026-04-29,,Signals,2026-04-29_CONVERGENCE_HOUSING_SUPPLY_CORRECTION_20260429,2026-04-29_CONVERGENCE_HOUSING_SUPPLY_CORRECTION_20260429,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-04-29_CONVERGENCE_HOUSING_SUPPLY_CORRECTION_20260429.md,06_Signals/2026-04-29_CONVERGENCE_HOUSING_SUPPLY_CORRECTION_20260429.md,,,,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-04-29_CONVERGENCE_HOUSING_SUPPLY_CORRECTION_20260429.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-04-29_CONVERGENCE_HOUSING_SUPPLY_CORRECTION_20260429.md,06_Signals/2026-04-29_CONVERGENCE_HOUSING_SUPPLY_CORRECTION_20260429.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-04-29_CONVERGENCE_HOUSING_SUPPLY_CORRECTION_20260429.md,My_Data,2026-04-29_CONVERGENCE_HOUSING_SUPPLY_CORRECTION_20260429.md,,"[""signal"",""convergence"",""cross-domain"",""housing_supply_correction""]",,My_Data,Signal
mydata:signal:2026-04-30-confirm-psychedelic-mental-health-revolution,2026-06-01,2026-04-30_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION,,2026-04-30,,Signals,2026-04-30_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION,2026-04-30_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-04-30_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION.md,06_Signals/2026-04-30_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION.md,Healthcare Sector Basket,,,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-04-30_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-04-30_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION.md,06_Signals/2026-04-30_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-04-30_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION.md,My_Data,2026-04-30_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION.md,,"[""signal"",""sector-scan"",""confirm"",""psychedelic-mental-health-revolution""]",,My_Data,Signal
mydata:signal:2026-04-30-convergence-housing-supply-correction-20260430,2026-06-01,2026-04-30_CONVERGENCE_HOUSING_SUPPLY_CORRECTION_20260430,,2026-04-30,,Signals,2026-04-30_CONVERGENCE_HOUSING_SUPPLY_CORRECTION_20260430,2026-04-30_CONVERGENCE_HOUSING_SUPPLY_CORRECTION_20260430,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-04-30_CONVERGENCE_HOUSING_SUPPLY_CORRECTION_20260430.md,06_Signals/2026-04-30_CONVERGENCE_HOUSING_SUPPLY_CORRECTION_20260430.md,,,,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-04-30_CONVERGENCE_HOUSING_SUPPLY_CORRECTION_20260430.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-04-30_CONVERGENCE_HOUSING_SUPPLY_CORRECTION_20260430.md,06_Signals/2026-04-30_CONVERGENCE_HOUSING_SUPPLY_CORRECTION_20260430.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-04-30_CONVERGENCE_HOUSING_SUPPLY_CORRECTION_20260430.md,My_Data,2026-04-30_CONVERGENCE_HOUSING_SUPPLY_CORRECTION_20260430.md,,"[""signal"",""convergence"",""cross-domain"",""housing_supply_correction""]",,My_Data,Signal
mydata:signal:2026-05-01-confirm-alzheimers-disease-modification,2026-06-01,2026-05-01_CONFIRM_ALZHEIMERS_DISEASE_MODIFICATION,,2026-05-01,,Signals,2026-05-01_CONFIRM_ALZHEIMERS_DISEASE_MODIFICATION,2026-05-01_CONFIRM_ALZHEIMERS_DISEASE_MODIFICATION,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-01_CONFIRM_ALZHEIMERS_DISEASE_MODIFICATION.md,06_Signals/2026-05-01_CONFIRM_ALZHEIMERS_DISEASE_MODIFICATION.md,Healthcare Sector Basket,,,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-01_CONFIRM_ALZHEIMERS_DISEASE_MODIFICATION.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-01_CONFIRM_ALZHEIMERS_DISEASE_MODIFICATION.md,06_Signals/2026-05-01_CONFIRM_ALZHEIMERS_DISEASE_MODIFICATION.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-01_CONFIRM_ALZHEIMERS_DISEASE_MODIFICATION.md,My_Data,2026-05-01_CONFIRM_ALZHEIMERS_DISEASE_MODIFICATION.md,,"[""signal"",""sector-scan"",""confirm"",""alzheimers-disease-modification""]",,My_Data,Signal
mydata:signal:2026-05-01-confirm-antimicrobial-resistance-pipeline,2026-06-01,2026-05-01_CONFIRM_ANTIMICROBIAL_RESISTANCE_PIPELINE,,2026-05-01,,Signals,2026-05-01_CONFIRM_ANTIMICROBIAL_RESISTANCE_PIPELINE,2026-05-01_CONFIRM_ANTIMICROBIAL_RESISTANCE_PIPELINE,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-01_CONFIRM_ANTIMICROBIAL_RESISTANCE_PIPELINE.md,06_Signals/2026-05-01_CONFIRM_ANTIMICROBIAL_RESISTANCE_PIPELINE.md,Healthcare Sector Basket,,,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-01_CONFIRM_ANTIMICROBIAL_RESISTANCE_PIPELINE.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-01_CONFIRM_ANTIMICROBIAL_RESISTANCE_PIPELINE.md,06_Signals/2026-05-01_CONFIRM_ANTIMICROBIAL_RESISTANCE_PIPELINE.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-01_CONFIRM_ANTIMICROBIAL_RESISTANCE_PIPELINE.md,My_Data,2026-05-01_CONFIRM_ANTIMICROBIAL_RESISTANCE_PIPELINE.md,,"[""signal"",""sector-scan"",""confirm"",""antimicrobial-resistance-pipeline""]",,My_Data,Signal
mydata:signal:2026-05-01-confirm-humanoid-robotics,2026-06-01,2026-05-01_CONFIRM_HUMANOID_ROBOTICS,,2026-05-01,,Signals,2026-05-01_CONFIRM_HUMANOID_ROBOTICS,2026-05-01_CONFIRM_HUMANOID_ROBOTICS,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-01_CONFIRM_HUMANOID_ROBOTICS.md,06_Signals/2026-05-01_CONFIRM_HUMANOID_ROBOTICS.md,Consumer Staples Sector Basket,,,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-01_CONFIRM_HUMANOID_ROBOTICS.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-01_CONFIRM_HUMANOID_ROBOTICS.md,06_Signals/2026-05-01_CONFIRM_HUMANOID_ROBOTICS.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-01_CONFIRM_HUMANOID_ROBOTICS.md,My_Data,2026-05-01_CONFIRM_HUMANOID_ROBOTICS.md,,"[""signal"",""sector-scan"",""confirm"",""humanoid-robotics""]",,My_Data,Signal
mydata:signal:2026-05-01-confirm-psychedelic-mental-health-revolution,2026-06-01,2026-05-01_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION,,2026-05-01,,Signals,2026-05-01_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION,2026-05-01_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-01_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION.md,06_Signals/2026-05-01_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION.md,Healthcare Sector Basket,,,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-01_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-01_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION.md,06_Signals/2026-05-01_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-01_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION.md,My_Data,2026-05-01_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION.md,,"[""signal"",""sector-scan"",""confirm"",""psychedelic-mental-health-revolution""]",,My_Data,Signal
mydata:signal:2026-05-01-convergence-housing-supply-correction-20260501,2026-06-01,2026-05-01_CONVERGENCE_HOUSING_SUPPLY_CORRECTION_20260501,,2026-05-01,,Signals,2026-05-01_CONVERGENCE_HOUSING_SUPPLY_CORRECTION_20260501,2026-05-01_CONVERGENCE_HOUSING_SUPPLY_CORRECTION_20260501,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-01_CONVERGENCE_HOUSING_SUPPLY_CORRECTION_20260501.md,06_Signals/2026-05-01_CONVERGENCE_HOUSING_SUPPLY_CORRECTION_20260501.md,,,,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-01_CONVERGENCE_HOUSING_SUPPLY_CORRECTION_20260501.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-01_CONVERGENCE_HOUSING_SUPPLY_CORRECTION_20260501.md,06_Signals/2026-05-01_CONVERGENCE_HOUSING_SUPPLY_CORRECTION_20260501.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-01_CONVERGENCE_HOUSING_SUPPLY_CORRECTION_20260501.md,My_Data,2026-05-01_CONVERGENCE_HOUSING_SUPPLY_CORRECTION_20260501.md,,"[""signal"",""convergence"",""cross-domain"",""housing_supply_correction""]",,My_Data,Signal
mydata:signal:2026-05-01-dilution-amzn,2026-06-01,Dilution Alert — AMZN,signal,,2026-05-01,Signals,Dilution Alert — AMZN,Dilution Alert — AMZN,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-01_DILUTION_AMZN.md,06_Signals/2026-05-01_DILUTION_AMZN.md,,alert,SEC EDGAR + FMP Premium,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-01_DILUTION_AMZN.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-01_DILUTION_AMZN.md,06_Signals/2026-05-01_DILUTION_AMZN.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-01_DILUTION_AMZN.md,My_Data,2026-05-01_DILUTION_AMZN.md,AMZN,"[""signal"",""dilution"",""amzn""]",AMZN,My_Data,Signal
mydata:signal:2026-05-01-dilution-ceg,2026-06-01,Dilution Alert — CEG,signal,,2026-05-01,Signals,Dilution Alert — CEG,Dilution Alert — CEG,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-01_DILUTION_CEG.md,06_Signals/2026-05-01_DILUTION_CEG.md,,alert,SEC EDGAR + FMP Premium,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-01_DILUTION_CEG.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-01_DILUTION_CEG.md,06_Signals/2026-05-01_DILUTION_CEG.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-01_DILUTION_CEG.md,My_Data,2026-05-01_DILUTION_CEG.md,CEG,"[""signal"",""dilution"",""ceg""]",CEG,My_Data,Signal
